t,Fthrust,Fdrag,m,v,Mach,a,altitude,twr,maxV,maxMach,maxAcc,minAcc,maxG,minG
7.08,500.0,135.07597,14.77021,137.68147,0.4075,14.91263,630.44082,3.45038,137.68147,0.4075,21.74063,0,2.21693,0
7.09,500.0,135.34995,14.76861,137.83044,0.40794,14.89676,631.81837,3.45076,137.83044,0.40794,21.74063,0,2.21693,0
7.1,500.0,135.62385,14.767,137.97924,0.40839,14.88089,633.19742,3.45113,137.97924,0.40839,21.74063,0,2.21693,0
7.11,500.0,135.89764,14.7654,138.12789,0.40884,14.86502,634.57796,3.45151,138.12789,0.40884,21.74063,0,2.21693,0
7.12,500.0,136.17134,14.7638,138.27639,0.40928,14.84916,635.95998,3.45188,138.27639,0.40928,21.74063,0,2.21693,0
7.13,500.0,136.44494,14.7622,138.42472,0.40973,14.8333,637.34349,3.45226,138.42472,0.40973,21.74063,0,2.21693,0
7.14,500.0,136.71845,14.76059,138.57289,0.41017,14.81744,638.72847,3.45263,138.57289,0.41017,21.74063,0,2.21693,0
7.15,500.0,136.99185,14.75899,138.72091,0.41062,14.80158,640.11494,3.453,138.72091,0.41062,21.74063,0,2.21693,0
7.16,500.0,137.26515,14.75739,138.86877,0.41106,14.78573,641.50289,3.45338,138.86877,0.41106,21.74063,0,2.21693,0
7.17,500.0,137.53835,14.75579,139.01647,0.41151,14.76988,642.89232,3.45375,139.01647,0.41151,21.74063,0,2.21693,0
7.18,500.0,137.81145,14.75418,139.16401,0.41195,14.75404,644.28322,3.45413,139.16401,0.41195,21.74063,0,2.21693,0
7.19,500.0,138.08445,14.75258,139.31139,0.41239,14.73819,645.6756,3.45451,139.31139,0.41239,21.74063,0,2.21693,0
7.2,500.0,138.35734,14.75098,139.45861,0.41284,14.72236,647.06945,3.45488,139.45861,0.41284,21.74063,0,2.21693,0
7.21,500.0,138.63012,14.74937,139.60568,0.41328,14.70652,648.46477,3.45526,139.60568,0.41328,21.74063,0,2.21693,0
7.22,500.0,138.9028,14.74777,139.75258,0.41372,14.69069,649.86156,3.45563,139.75258,0.41372,21.74063,0,2.21693,0
7.23,500.0,139.17537,14.74617,139.89933,0.41416,14.67487,651.25982,3.45601,139.89933,0.41416,21.74063,0,2.21693,0
7.24,500.0,139.44783,14.74457,140.04592,0.4146,14.65904,652.65955,3.45638,140.04592,0.4146,21.74063,0,2.21693,0
7.25,500.0,139.72018,14.74296,140.19235,0.41504,14.64322,654.06074,3.45676,140.19235,0.41504,21.74063,0,2.21693,0
7.26,500.0,139.99242,14.74136,140.33863,0.41548,14.62741,655.46339,3.45713,140.33863,0.41548,21.74063,0,2.21693,0
7.27,500.0,140.26455,14.73976,140.48474,0.41592,14.6116,656.86751,3.45751,140.48474,0.41592,21.74063,0,2.21693,0
7.28,500.0,140.53657,14.73815,140.6307,0.41636,14.59579,658.27309,3.45789,140.6307,0.41636,21.74063,0,2.21693,0
7.29,500.0,140.80847,14.73655,140.7765,0.4168,14.57999,659.68012,3.45826,140.7765,0.4168,21.74063,0,2.21693,0
7.3,500.0,141.08025,14.73495,140.92214,0.41723,14.56419,661.08862,3.45864,140.92214,0.41723,21.74063,0,2.21693,0
7.31,500.0,141.35193,14.73335,141.06763,0.41767,14.5484,662.49856,3.45901,141.06763,0.41767,21.74063,0,2.21693,0
7.32,500.0,141.62348,14.73174,141.21295,0.41811,14.53261,663.90997,3.45939,141.21295,0.41811,21.74063,0,2.21693,0
7.33,500.0,141.89492,14.73014,141.35812,0.41855,14.51682,665.32282,3.45977,141.35812,0.41855,21.74063,0,2.21693,0
7.34,500.0,142.16624,14.72854,141.50313,0.41898,14.50104,666.73713,3.46014,141.50313,0.41898,21.74063,0,2.21693,0
7.35,500.0,142.43743,14.72694,141.64799,0.41942,14.48527,668.15288,3.46052,141.64799,0.41942,21.74063,0,2.21693,0
7.36,500.0,142.70851,14.72533,141.79268,0.41985,14.4695,669.57009,3.4609,141.79268,0.41985,21.74063,0,2.21693,0
7.37,500.0,142.97947,14.72373,141.93722,0.42029,14.45373,670.98874,3.46127,141.93722,0.42029,21.74063,0,2.21693,0
7.38,500.0,143.2503,14.72213,142.0816,0.42072,14.43797,672.40883,3.46165,142.0816,0.42072,21.74063,0,2.21693,0
7.39,500.0,143.52101,14.72052,142.22582,0.42116,14.42221,673.83037,3.46203,142.22582,0.42116,21.74063,0,2.21693,0
7.4,500.0,143.7916,14.71892,142.36988,0.42159,14.40646,675.25335,3.4624,142.36988,0.42159,21.74063,0,2.21693,0
7.41,500.0,144.06206,14.71732,142.51379,0.42202,14.39071,676.67776,3.46278,142.51379,0.42202,21.74063,0,2.21693,0
7.42,500.0,144.33239,14.71572,142.65754,0.42246,14.37497,678.10362,3.46316,142.65754,0.42246,21.74063,0,2.21693,0
7.43,500.0,144.6026,14.71411,142.80113,0.42289,14.35924,679.53092,3.46354,142.80113,0.42289,21.74063,0,2.21693,0
7.44,500.0,144.87268,14.71251,142.94457,0.42332,14.3435,680.95964,3.46391,142.94457,0.42332,21.74063,0,2.21693,0
7.45,500.0,145.14263,14.71091,143.08785,0.42375,14.32778,682.38981,3.46429,143.08785,0.42375,21.74063,0,2.21693,0
7.46,500.0,145.41245,14.7093,143.23097,0.42418,14.31206,683.8214,3.46467,143.23097,0.42418,21.74063,0,2.21693,0
7.47,500.0,145.68214,14.7077,143.37393,0.42461,14.29634,685.25442,3.46504,143.37393,0.42461,21.74063,0,2.21693,0
7.48,500.0,145.9517,14.7061,143.51674,0.42504,14.28063,686.68888,3.46542,143.51674,0.42504,21.74063,0,2.21693,0
7.49,500.0,146.22112,14.7045,143.65939,0.42547,14.26493,688.12476,3.4658,143.65939,0.42547,21.74063,0,2.21693,0
7.5,500.0,146.49041,14.70289,143.80188,0.4259,14.24923,689.56206,3.46618,143.80188,0.4259,21.74063,0,2.21693,0
7.51,500.0,146.75957,14.70129,143.94421,0.42633,14.23354,691.00079,3.46656,143.94421,0.42633,21.74063,0,2.21693,0
7.52,500.0,147.02859,14.69969,144.08639,0.42676,14.21785,692.44095,3.46693,144.08639,0.42676,21.74063,0,2.21693,0
7.53,500.0,147.29747,14.69809,144.22841,0.42718,14.20217,693.88252,3.46731,144.22841,0.42718,21.74063,0,2.21693,0
7.54,500.0,147.56622,14.69648,144.37028,0.42761,14.18649,695.32552,3.46769,144.37028,0.42761,21.74063,0,2.21693,0
7.55,500.0,147.83483,14.69488,144.51199,0.42804,14.17083,696.76993,3.46807,144.51199,0.42804,21.74063,0,2.21693,0
7.56,500.0,148.1033,14.69328,144.65354,0.42846,14.15516,698.21575,3.46845,144.65354,0.42846,21.74063,0,2.21693,0
7.57,500.0,148.37163,14.69167,144.79493,0.42889,14.1395,699.663,3.46882,144.79493,0.42889,21.74063,0,2.21693,0
7.58,500.0,148.63982,14.69007,144.93617,0.42932,14.12385,701.11165,3.4692,144.93617,0.42932,21.74063,0,2.21693,0
7.59,500.0,148.90787,14.68847,145.07725,0.42974,14.10821,702.56172,3.46958,145.07725,0.42974,21.74063,0,2.21693,0
7.6,500.0,149.17577,14.68687,145.21818,0.43017,14.09257,704.0132,3.46996,145.21818,0.43017,21.74063,0,2.21693,0
7.61,500.0,149.44353,14.68526,145.35895,0.43059,14.07694,705.46608,3.47034,145.35895,0.43059,21.74063,0,2.21693,0
7.62,500.0,149.71115,14.68366,145.49956,0.43101,14.06131,706.92037,3.47072,145.49956,0.43101,21.74063,0,2.21693,0
7.63,500.0,149.97862,14.68206,145.64002,0.43144,14.04569,708.37607,3.4711,145.64002,0.43144,21.74063,0,2.21693,0
7.64,500.0,150.24594,14.68045,145.78032,0.43186,14.03008,709.83317,3.47148,145.78032,0.43186,21.74063,0,2.21693,0
7.65,500.0,150.51312,14.67885,145.92047,0.43228,14.01447,711.29168,3.47185,145.92047,0.43228,21.74063,0,2.21693,0
7.66,500.0,150.78015,14.67725,146.06045,0.4327,13.99887,712.75158,3.47223,146.06045,0.4327,21.74063,0,2.21693,0
7.67,500.0,151.04704,14.67565,146.20029,0.43312,13.98328,714.21289,3.47261,146.20029,0.43312,21.74063,0,2.21693,0
7.68,500.0,151.31377,14.67404,146.33996,0.43355,13.96769,715.67559,3.47299,146.33996,0.43355,21.74063,0,2.21693,0
7.69,500.0,151.58035,14.67244,146.47948,0.43397,13.95211,717.13969,3.47337,146.47948,0.43397,21.74063,0,2.21693,0
7.7,500.0,151.84678,14.67084,146.61885,0.43439,13.93654,718.60518,3.47375,146.61885,0.43439,21.74063,0,2.21693,0
7.71,500.0,152.11306,14.66924,146.75806,0.43481,13.92097,720.07206,3.47413,146.75806,0.43481,21.74063,0,2.21693,0
7.72,500.0,152.37919,14.66763,146.89711,0.43523,13.90541,721.54034,3.47451,146.89711,0.43523,21.74063,0,2.21693,0
7.73,500.0,152.64516,14.66603,147.03601,0.43564,13.88986,723.01,3.47489,147.03601,0.43564,21.74063,0,2.21693,0
7.74,500.0,152.91098,14.66443,147.17476,0.43606,13.87431,724.48106,3.47527,147.17476,0.43606,21.74063,0,2.21693,0
7.75,500.0,153.17664,14.66282,147.31334,0.43648,13.85878,725.9535,3.47565,147.31334,0.43648,21.74063,0,2.21693,0
7.76,500.0,153.44214,14.66122,147.45178,0.4369,13.84324,727.42732,3.47603,147.45178,0.4369,21.74063,0,2.21693,0
7.77,500.0,153.70749,14.65962,147.59005,0.43732,13.82772,728.90253,3.47641,147.59005,0.43732,21.74063,0,2.21693,0
7.78,500.0,153.97268,14.65802,147.72817,0.43773,13.8122,730.37912,3.47679,147.72817,0.43773,21.74063,0,2.21693,0
7.79,500.0,154.23772,14.65641,147.86614,0.43815,13.7967,731.85709,3.47717,147.86614,0.43815,21.74063,0,2.21693,0
7.8,500.0,154.50259,14.65481,148.00395,0.43856,13.78119,733.33645,3.47755,148.00395,0.43856,21.74063,0,2.21693,0
7.81,500.0,154.7673,14.65321,148.14161,0.43898,13.7657,734.81717,3.47793,148.14161,0.43898,21.74063,0,2.21693,0
7.82,500.0,155.03186,14.6516,148.27911,0.43939,13.75021,736.29928,3.47831,148.27911,0.43939,21.74063,0,2.21693,0
7.83,500.0,155.29625,14.65,148.41646,0.43981,13.73473,737.78275,3.47869,148.41646,0.43981,21.74063,0,2.21693,0
7.84,500.0,155.56047,14.6484,148.55365,0.44022,13.71926,739.26761,3.47907,148.55365,0.44022,21.74063,0,2.21693,0
7.85,500.0,155.82454,14.6468,148.69069,0.44064,13.7038,740.75383,3.47945,148.69069,0.44064,21.74063,0,2.21693,0
7.86,500.0,156.08844,14.64519,148.82757,0.44105,13.68834,742.24142,3.47983,148.82757,0.44105,21.74063,0,2.21693,0
7.87,500.0,156.35217,14.64359,148.9643,0.44146,13.6729,743.73038,3.48021,148.9643,0.44146,21.74063,0,2.21693,0
7.88,500.0,156.61574,14.64199,149.10088,0.44187,13.65746,745.2207,3.48059,149.10088,0.44187,21.74063,0,2.21693,0
7.89,500.0,156.87914,14.64039,149.2373,0.44229,13.64202,746.71239,3.48098,149.2373,0.44229,21.74063,0,2.21693,0
7.9,500.0,157.14238,14.63878,149.37356,0.4427,13.6266,748.20545,3.48136,149.37356,0.4427,21.74063,0,2.21693,0
7.91,500.0,157.40545,14.63718,149.50968,0.44311,13.61118,749.69986,3.48174,149.50968,0.44311,21.74063,0,2.21693,0
7.92,500.0,157.66834,14.63558,149.64563,0.44352,13.59578,751.19564,3.48212,149.64563,0.44352,21.74063,0,2.21693,0
7.93,500.0,157.93107,14.63397,149.78144,0.44393,13.58038,752.69278,3.4825,149.78144,0.44393,21.74063,0,2.21693,0
7.94,500.0,158.19363,14.63237,149.91709,0.44434,13.56499,754.19127,3.48288,149.91709,0.44434,21.74063,0,2.21693,0
7.95,500.0,158.45602,14.63077,150.05258,0.44475,13.5496,755.69112,3.48326,150.05258,0.44475,21.74063,0,2.21693,0
7.96,500.0,158.71823,14.62917,150.18793,0.44516,13.53423,757.19232,3.48364,150.18793,0.44516,21.74063,0,2.21693,0
7.97,500.0,158.98028,14.62756,150.32311,0.44557,13.51886,758.69488,3.48403,150.32311,0.44557,21.74063,0,2.21693,0
7.98,500.0,159.24215,14.62596,150.45815,0.44597,13.5035,760.19878,3.48441,150.45815,0.44597,21.74063,0,2.21693,0
7.99,500.0,159.50384,14.62436,150.59303,0.44638,13.48815,761.70404,3.48479,150.59303,0.44638,21.74063,0,2.21693,0
8.0,500.0,159.76536,14.62275,150.72776,0.44679,13.47281,763.21064,3.48517,150.72776,0.44679,21.74063,0,2.21693,0
8.01,500.0,160.02671,14.62115,150.86233,0.44719,13.45748,764.71859,3.48555,150.86233,0.44719,21.74063,0,2.21693,0
8.02,500.0,160.28788,14.61955,150.99676,0.4476,13.44216,766.22789,3.48594,150.99676,0.4476,21.74063,0,2.21693,0
8.03,500.0,160.54887,14.61795,151.13102,0.44801,13.42684,767.73853,3.48632,151.13102,0.44801,21.74063,0,2.21693,0
8.04,500.0,160.80968,14.61634,151.26514,0.44841,13.41153,769.25051,3.4867,151.26514,0.44841,21.74063,0,2.21693,0
8.05,500.0,161.07032,14.61474,151.3991,0.44882,13.39624,770.76383,3.48708,151.3991,0.44882,21.74063,0,2.21693,0
8.06,500.0,161.33077,14.61314,151.53291,0.44922,13.38095,772.27849,3.48747,151.53291,0.44922,21.74063,0,2.21693,0
8.07,500.0,161.59105,14.61154,151.66657,0.44963,13.36567,773.79449,3.48785,151.66657,0.44963,21.74063,0,2.21693,0
8.08,500.0,161.85114,14.60993,151.80007,0.45003,13.3504,775.31182,3.48823,151.80007,0.45003,21.74063,0,2.21693,0
8.09,500.0,162.11106,14.60833,151.93342,0.45043,13.33514,776.83049,3.48861,151.93342,0.45043,21.74063,0,2.21693,0
8.1,500.0,162.37079,14.60673,152.06662,0.45083,13.31988,778.35049,3.489,152.06662,0.45083,21.74063,0,2.21693,0
8.11,500.0,162.63034,14.60512,152.19967,0.45124,13.30464,779.87182,3.48938,152.19967,0.45124,21.74063,0,2.21693,0
8.12,500.0,162.8897,14.60352,152.33256,0.45164,13.2894,781.39448,3.48976,152.33256,0.45164,21.74063,0,2.21693,0
8.13,500.0,163.14889,14.60192,152.4653,0.45204,13.27418,782.91847,3.49014,152.4653,0.45204,21.74063,0,2.21693,0
8.14,500.0,163.40788,14.60032,152.59789,0.45244,13.25896,784.44378,3.49053,152.59789,0.45244,21.74063,0,2.21693,0
8.15,500.0,163.66669,14.59871,152.73033,0.45284,13.24376,785.97043,3.49091,152.73033,0.45284,21.74063,0,2.21693,0
8.16,500.0,163.92532,14.59711,152.86262,0.45324,13.22856,787.49839,3.49129,152.86262,0.45324,21.74063,0,2.21693,0
8.17,500.0,164.18376,14.59551,152.99475,0.45364,13.21337,789.02768,3.49168,152.99475,0.45364,21.74063,0,2.21693,0
8.18,500.0,164.44201,14.5939,153.12673,0.45404,13.19819,790.55828,3.49206,153.12673,0.45404,21.74063,0,2.21693,0
8.19,500.0,164.70007,14.5923,153.25856,0.45444,13.18302,792.09021,3.49244,153.25856,0.45444,21.74063,0,2.21693,0
8.2,500.0,164.95794,14.5907,153.39024,0.45484,13.16786,793.62346,3.49283,153.39024,0.45484,21.74063,0,2.21693,0
8.21,500.0,165.21563,14.5891,153.52177,0.45524,13.15271,795.15802,3.49321,153.52177,0.45524,21.74063,0,2.21693,0
8.22,500.0,165.47312,14.58749,153.65314,0.45563,13.13757,796.69389,3.4936,153.65314,0.45563,21.74063,0,2.21693,0
8.23,500.0,165.73042,14.58589,153.78437,0.45603,13.12244,798.23108,3.49398,153.78437,0.45603,21.74063,0,2.21693,0
8.24,500.0,165.98753,14.58429,153.91544,0.45643,13.10732,799.76958,3.49436,153.91544,0.45643,21.74063,0,2.21693,0
8.25,500.0,166.24445,14.58269,154.04636,0.45682,13.09221,801.30939,3.49475,154.04636,0.45682,21.74063,0,2.21693,0
8.26,500.0,166.50118,14.58108,154.17714,0.45722,13.07711,802.8505,3.49513,154.17714,0.45722,21.74063,0,2.21693,0
8.27,500.0,166.75771,14.57948,154.30776,0.45762,13.06202,804.39293,3.49552,154.30776,0.45762,21.74063,0,2.21693,0
8.28,500.0,167.01405,14.57788,154.43822,0.45801,13.04694,805.93666,3.4959,154.43822,0.45801,21.74063,0,2.21693,0
8.29,500.0,167.27019,14.57627,154.56854,0.45841,13.03187,807.48169,3.49628,154.56854,0.45841,21.74063,0,2.21693,0
8.3,500.0,167.52614,14.57467,154.69871,0.4588,13.01681,809.02803,3.49667,154.69871,0.4588,21.74063,0,2.21693,0
8.31,500.0,167.78189,14.57307,154.82873,0.45919,13.00176,810.57566,3.49705,154.82873,0.45919,21.74063,0,2.21693,0
8.32,500.0,168.03745,14.57147,154.9586,0.45959,12.98672,812.1246,3.49744,154.9586,0.45959,21.74063,0,2.21693,0
8.33,500.0,168.29281,14.56986,155.08831,0.45998,12.97169,813.67484,3.49782,155.08831,0.45998,21.74063,0,2.21693,0
8.34,500.0,168.54797,14.56826,155.21788,0.46037,12.95667,815.22637,3.49821,155.21788,0.46037,21.74063,0,2.21693,0
8.35,500.0,168.80293,14.56666,155.3473,0.46076,12.94166,816.77919,3.49859,155.3473,0.46076,21.74063,0,2.21693,0
8.36,500.0,169.05769,14.56505,155.47656,0.46116,12.92666,818.33331,3.49898,155.47656,0.46116,21.74063,0,2.21693,0
8.37,500.0,169.31225,14.56345,155.60568,0.46155,12.91167,819.88872,3.49936,155.60568,0.46155,21.74063,0,2.21693,0
8.38,500.0,169.56662,14.56185,155.73465,0.46194,12.89669,821.44542,3.49975,155.73465,0.46194,21.74063,0,2.21693,0
8.39,500.0,169.82078,14.56025,155.86346,0.46233,12.88172,823.00342,3.50013,155.86346,0.46233,21.74063,0,2.21693,0
8.4,500.0,170.07474,14.55864,155.99213,0.46272,12.86676,824.56269,3.50052,155.99213,0.46272,21.74063,0,2.21693,0
8.41,500.0,170.3285,14.55704,156.12065,0.46311,12.85181,826.12326,3.5009,156.12065,0.46311,21.74063,0,2.21693,0
8.42,500.0,170.58205,14.55544,156.24902,0.4635,12.83688,827.68511,3.50129,156.24902,0.4635,21.74063,0,2.21693,0
8.43,500.0,170.8354,14.55384,156.37724,0.46389,12.82195,829.24824,3.50167,156.37724,0.46389,21.74063,0,2.21693,0
8.44,500.0,171.08855,14.55223,156.50531,0.46427,12.80704,830.81265,3.50206,156.50531,0.46427,21.74063,0,2.21693,0
8.45,500.0,171.34149,14.55063,156.63323,0.46466,12.79213,832.37834,3.50245,156.63323,0.46466,21.74063,0,2.21693,0
8.46,500.0,171.59423,14.54903,156.761,0.46505,12.77724,833.94531,3.50283,156.761,0.46505,21.74063,0,2.21693,0
8.47,500.0,171.84676,14.54742,156.88863,0.46544,12.76235,835.51356,3.50322,156.88863,0.46544,21.74063,0,2.21693,0
8.48,500.0,172.09909,14.54582,157.0161,0.46582,12.74748,837.08309,3.5036,157.0161,0.46582,21.74063,0,2.21693,0
8.49,500.0,172.3512,14.54422,157.14343,0.46621,12.73262,838.65388,3.50399,157.14343,0.46621,21.74063,0,2.21693,0
8.5,500.0,172.60312,14.54262,157.2706,0.46659,12.71777,840.22595,3.50438,157.2706,0.46659,21.74063,0,2.21693,0
8.51,500.0,172.85482,14.54101,157.39763,0.46698,12.70293,841.79929,3.50476,157.39763,0.46698,21.74063,0,2.21693,0
8.52,500.0,173.10631,14.53941,157.52451,0.46736,12.6881,843.3739,3.50515,157.52451,0.46736,21.74063,0,2.21693,0
8.53,500.0,173.3576,14.53781,157.65125,0.46775,12.67328,844.94978,3.50553,157.65125,0.46775,21.74063,0,2.21693,0
8.54,500.0,173.60867,14.5362,157.77783,0.46813,12.65848,846.52693,3.50592,157.77783,0.46813,21.74063,0,2.21693,0
8.55,500.0,173.85954,14.5346,157.90427,0.46852,12.64368,848.10534,3.50631,157.90427,0.46852,21.74063,0,2.21693,0
8.56,500.0,174.11019,14.533,158.03056,0.4689,12.6289,849.68501,3.50669,158.03056,0.4689,21.74063,0,2.21693,0
8.57,500.0,174.36064,14.5314,158.1567,0.46928,12.61413,851.26595,3.50708,158.1567,0.46928,21.74063,0,2.21693,0
8.58,500.0,174.61087,14.52979,158.28269,0.46966,12.59937,852.84815,3.50747,158.28269,0.46966,21.74063,0,2.21693,0
8.59,500.0,174.86089,14.52819,158.40854,0.47005,12.58462,854.4316,3.50785,158.40854,0.47005,21.74063,0,2.21693,0
8.6,500.0,175.11069,14.52659,158.53424,0.47043,12.56988,856.01632,3.50824,158.53424,0.47043,21.74063,0,2.21693,0
8.61,500.0,175.36028,14.52498,158.65979,0.47081,12.55515,857.60229,3.50863,158.65979,0.47081,21.74063,0,2.21693,0
8.62,500.0,175.60966,14.52338,158.78519,0.47119,12.54043,859.18951,3.50902,158.78519,0.47119,21.74063,0,2.21693,0
8.63,500.0,175.85883,14.52178,158.91045,0.47157,12.52573,860.77799,3.5094,158.91045,0.47157,21.74063,0,2.21693,0
8.64,500.0,176.10777,14.52018,159.03556,0.47195,12.51104,862.36772,3.50979,159.03556,0.47195,21.74063,0,2.21693,0
8.65,500.0,176.35651,14.51857,159.16052,0.47233,12.49636,863.9587,3.51018,159.16052,0.47233,21.74063,0,2.21693,0
8.66,500.0,176.60502,14.51697,159.28534,0.47271,12.48169,865.55093,3.51057,159.28534,0.47271,21.74063,0,2.21693,0
8.67,500.0,176.85332,14.51537,159.41001,0.47309,12.46703,867.14441,3.51095,159.41001,0.47309,21.74063,0,2.21693,0
8.68,500.0,177.10141,14.51377,159.53454,0.47347,12.45238,868.73913,3.51134,159.53454,0.47347,21.74063,0,2.21693,0
8.69,500.0,177.34927,14.51216,159.65891,0.47384,12.43775,870.3351,3.51173,159.65891,0.47384,21.74063,0,2.21693,0
8.7,500.0,177.59692,14.51056,159.78314,0.47422,12.42313,871.93231,3.51212,159.78314,0.47422,21.74063,0,2.21693,0
8.71,500.0,177.84434,14.50896,159.90723,0.4746,12.40851,873.53076,3.5125,159.90723,0.4746,21.74063,0,2.21693,0
8.72,500.0,178.09155,14.50735,160.03117,0.47497,12.39392,875.13045,3.51289,160.03117,0.47497,21.74063,0,2.21693,0
8.73,500.0,178.33854,14.50575,160.15496,0.47535,12.37933,876.73138,3.51328,160.15496,0.47535,21.74063,0,2.21693,0
8.74,500.0,178.58531,14.50415,160.27861,0.47573,12.36475,878.33355,3.51367,160.27861,0.47573,21.74063,0,2.21693,0
8.75,500.0,178.83186,14.50255,160.40211,0.4761,12.35019,879.93695,3.51406,160.40211,0.4761,21.74063,0,2.21693,0
8.76,500.0,179.07819,14.50094,160.52547,0.47648,12.33564,881.54159,3.51444,160.52547,0.47648,21.74063,0,2.21693,0
8.77,500.0,179.32429,14.49934,160.64868,0.47685,12.3211,883.14746,3.51483,160.64868,0.47685,21.74063,0,2.21693,0
8.78,500.0,179.57017,14.49774,160.77174,0.47723,12.30657,884.75456,3.51522,160.77174,0.47723,21.74063,0,2.21693,0
8.79,500.0,179.81583,14.49613,160.89466,0.4776,12.29206,886.3629,3.51561,160.89466,0.4776,21.74063,0,2.21693,0
8.8,500.0,180.06127,14.49453,161.01744,0.47797,12.27755,887.97246,3.516,161.01744,0.47797,21.74063,0,2.21693,0
8.81,500.0,180.30649,14.49293,161.14007,0.47834,12.26306,889.58324,3.51639,161.14007,0.47834,21.74063,0,2.21693,0
8.82,500.0,180.55147,14.49133,161.26256,0.47872,12.24859,891.19526,3.51678,161.26256,0.47872,21.74063,0,2.21693,0
8.83,500.0,180.79624,14.48972,161.3849,0.47909,12.23412,892.80849,3.51717,161.3849,0.47909,21.74063,0,2.21693,0
8.84,500.0,181.04078,14.48812,161.50709,0.47946,12.21966,894.42295,3.51755,161.50709,0.47946,21.74063,0,2.21693,0
8.85,500.0,181.28509,14.48652,161.62915,0.47983,12.20522,896.03864,3.51794,161.62915,0.47983,21.74063,0,2.21693,0
8.86,500.0,181.52918,14.48492,161.75105,0.4802,12.19079,897.65554,3.51833,161.75105,0.4802,21.74063,0,2.21693,0
8.87,500.0,181.77305,14.48331,161.87282,0.48057,12.17638,899.27366,3.51872,161.87282,0.48057,21.74063,0,2.21693,0
8.88,500.0,182.01668,14.48171,161.99444,0.48094,12.16197,900.89299,3.51911,161.99444,0.48094,21.74063,0,2.21693,0
8.89,500.0,182.26009,14.48011,162.11591,0.48131,12.14758,902.51354,3.5195,162.11591,0.48131,21.74063,0,2.21693,0
8.9,500.0,182.50327,14.4785,162.23725,0.48168,12.1332,904.13531,3.51989,162.23725,0.48168,21.74063,0,2.21693,0
8.91,500.0,182.74622,14.4769,162.35843,0.48205,12.11883,905.75829,3.52028,162.35843,0.48205,21.74063,0,2.21693,0
8.92,500.0,182.98895,14.4753,162.47948,0.48242,12.10448,907.38248,3.52067,162.47948,0.48242,21.74063,0,2.21693,0
8.93,500.0,183.23144,14.4737,162.60038,0.48279,12.09014,909.00788,3.52106,162.60038,0.48279,21.74063,0,2.21693,0
8.94,500.0,183.47371,14.47209,162.72114,0.48316,12.07581,910.63448,3.52145,162.72114,0.48316,21.74063,0,2.21693,0
8.95,500.0,183.71574,14.47049,162.84175,0.48352,12.06149,912.2623,3.52184,162.84175,0.48352,21.74063,0,2.21693,0
8.96,500.0,183.95755,14.46889,162.96223,0.48389,12.04719,913.89132,3.52223,162.96223,0.48389,21.74063,0,2.21693,0
8.97,500.0,184.19912,14.46728,163.08255,0.48426,12.0329,915.52154,3.52262,163.08255,0.48426,21.74063,0,2.21693,0
8.98,500.0,184.44046,14.46568,163.20274,0.48462,12.01862,917.15297,3.52301,163.20274,0.48462,21.74063,0,2.21693,0
8.99,500.0,184.68157,14.46408,163.32278,0.48499,12.00436,918.7856,3.5234,163.32278,0.48499,21.74063,0,2.21693,0
9.0,500.0,184.92245,14.46248,163.44269,0.48535,11.9901,920.41942,3.52379,163.44269,0.48535,21.74063,0,2.21693,0
9.01,500.0,185.1631,14.46087,163.56244,0.48572,11.97586,922.05445,3.52418,163.56244,0.48572,21.74063,0,2.21693,0
9.02,500.0,185.40351,14.45927,163.68206,0.48608,11.96164,923.69067,3.52457,163.68206,0.48608,21.74063,0,2.21693,0
9.03,500.0,185.6437,14.45767,163.80153,0.48645,11.94742,925.32809,3.52496,163.80153,0.48645,21.74063,0,2.21693,0
9.04,500.0,185.88364,14.45607,163.92087,0.48681,11.93322,926.9667,3.52535,163.92087,0.48681,21.74063,0,2.21693,0
9.05,500.0,186.12336,14.45446,164.04006,0.48717,11.91904,928.60651,3.52574,164.04006,0.48717,21.74063,0,2.21693,0
9.06,500.0,186.36284,14.45286,164.15911,0.48753,11.90486,930.2475,3.52614,164.15911,0.48753,21.74063,0,2.21693,0
9.07,500.0,186.60208,14.45126,164.27801,0.4879,11.8907,931.88969,3.52653,164.27801,0.4879,21.74063,0,2.21693,0
9.08,500.0,186.84109,14.44965,164.39678,0.48826,11.87655,933.53306,3.52692,164.39678,0.48826,21.74063,0,2.21693,0
9.09,500.0,187.07986,14.44805,164.5154,0.48862,11.86242,935.17762,3.52731,164.5154,0.48862,21.74063,0,2.21693,0
9.1,500.0,187.3184,14.44645,164.63389,0.48898,11.84829,936.82337,3.5277,164.63389,0.48898,21.74063,0,2.21693,0
9.11,500.0,187.5567,14.44485,164.75223,0.48934,11.83418,938.4703,3.52809,164.75223,0.48934,21.74063,0,2.21693,0
9.12,500.0,187.79476,14.44324,164.87043,0.4897,11.82009,940.11841,3.52848,164.87043,0.4897,21.74063,0,2.21693,0
9.13,500.0,188.03259,14.44164,164.98849,0.49006,11.80601,941.76771,3.52887,164.98849,0.49006,21.74063,0,2.21693,0
9.14,500.0,188.27018,14.44004,165.10641,0.49042,11.79194,943.41818,3.52927,165.10641,0.49042,21.74063,0,2.21693,0
9.15,500.0,188.50753,14.43843,165.22419,0.49078,11.77788,945.06984,3.52966,165.22419,0.49078,21.74063,0,2.21693,0
