	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 47.61     		Fthrust : 0         		Fdrag : 14.11312  		m : 10.29525  		v : 78.85891  		Mach : 0.26169   		a : -11.18491 		altitude : 9582.4742 		twr : 0.0       	
	t : 47.62     		Fthrust : 0         		Fdrag : 14.0713   		m : 10.29525  		v : 78.7471   		Mach : 0.26132   		a : -11.18084 		altitude : 9583.26223		twr : 0.0       	
	t : 47.63     		Fthrust : 0         		Fdrag : 14.02957  		m : 10.29525  		v : 78.63534  		Mach : 0.26095   		a : -11.17678 		altitude : 9584.04915		twr : 0.0       	
	t : 47.64     		Fthrust : 0         		Fdrag : 13.98793  		m : 10.29525  		v : 78.52361  		Mach : 0.26058   		a : -11.17272 		altitude : 9584.83494		twr : 0.0       	
	t : 47.65     		Fthrust : 0         		Fdrag : 13.94637  		m : 10.29525  		v : 78.41192  		Mach : 0.26022   		a : -11.16868 		altitude : 9585.61962		twr : 0.0       	
	t : 47.66     		Fthrust : 0         		Fdrag : 13.90489  		m : 10.29525  		v : 78.30028  		Mach : 0.25985   		a : -11.16464 		altitude : 9586.40318		twr : 0.0       	
	t : 47.67     		Fthrust : 0         		Fdrag : 13.8635   		m : 10.29525  		v : 78.18867  		Mach : 0.25948   		a : -11.16061 		altitude : 9587.18563		twr : 0.0       	
	t : 47.68     		Fthrust : 0         		Fdrag : 13.82219  		m : 10.29525  		v : 78.0771   		Mach : 0.25911   		a : -11.15659 		altitude : 9587.96695		twr : 0.0       	
	t : 47.69     		Fthrust : 0         		Fdrag : 13.78096  		m : 10.29525  		v : 77.96558  		Mach : 0.25875   		a : -11.15258 		altitude : 9588.74717		twr : 0.0       	
	t : 47.7      		Fthrust : 0         		Fdrag : 13.73982  		m : 10.29525  		v : 77.85409  		Mach : 0.25838   		a : -11.14857 		altitude : 9589.52627		twr : 0.0       	
	t : 47.71     		Fthrust : 0         		Fdrag : 13.69876  		m : 10.29525  		v : 77.74265  		Mach : 0.25801   		a : -11.14458 		altitude : 9590.30425		twr : 0.0       	
	t : 47.72     		Fthrust : 0         		Fdrag : 13.65778  		m : 10.29525  		v : 77.63124  		Mach : 0.25765   		a : -11.14059 		altitude : 9591.08112		twr : 0.0       	
	t : 47.73     		Fthrust : 0         		Fdrag : 13.61689  		m : 10.29525  		v : 77.51988  		Mach : 0.25728   		a : -11.13661 		altitude : 9591.85687		twr : 0.0       	
	t : 47.74     		Fthrust : 0         		Fdrag : 13.57607  		m : 10.29525  		v : 77.40855  		Mach : 0.25691   		a : -11.13264 		altitude : 9592.63152		twr : 0.0       	
	t : 47.75     		Fthrust : 0         		Fdrag : 13.53535  		m : 10.29525  		v : 77.29726  		Mach : 0.25655   		a : -11.12867 		altitude : 9593.40505		twr : 0.0       	
	t : 47.76     		Fthrust : 0         		Fdrag : 13.4947   		m : 10.29525  		v : 77.18601  		Mach : 0.25618   		a : -11.12472 		altitude : 9594.17746		twr : 0.0       	
	t : 47.77     		Fthrust : 0         		Fdrag : 13.45414  		m : 10.29525  		v : 77.07481  		Mach : 0.25581   		a : -11.12077 		altitude : 9594.94877		twr : 0.0       	
	t : 47.78     		Fthrust : 0         		Fdrag : 13.41365  		m : 10.29525  		v : 76.96364  		Mach : 0.25545   		a : -11.11683 		altitude : 9595.71896		twr : 0.0       	
	t : 47.79     		Fthrust : 0         		Fdrag : 13.37325  		m : 10.29525  		v : 76.85251  		Mach : 0.25508   		a : -11.1129  		altitude : 9596.48804		twr : 0.0       	
	t : 47.8      		Fthrust : 0         		Fdrag : 13.33294  		m : 10.29525  		v : 76.74142  		Mach : 0.25471   		a : -11.10897 		altitude : 9597.25601		twr : 0.0       	
	t : 47.81     		Fthrust : 0         		Fdrag : 13.2927   		m : 10.29525  		v : 76.63037  		Mach : 0.25435   		a : -11.10506 		altitude : 9598.02287		twr : 0.0       	
	t : 47.82     		Fthrust : 0         		Fdrag : 13.25254  		m : 10.29525  		v : 76.51936  		Mach : 0.25398   		a : -11.10115 		altitude : 9598.78862		twr : 0.0       	
	t : 47.83     		Fthrust : 0         		Fdrag : 13.21247  		m : 10.29525  		v : 76.40839  		Mach : 0.25362   		a : -11.09725 		altitude : 9599.55326		twr : 0.0       	
	t : 47.84     		Fthrust : 0         		Fdrag : 13.17248  		m : 10.29525  		v : 76.29745  		Mach : 0.25325   		a : -11.09336 		altitude : 9600.31678		twr : 0.0       	
	t : 47.85     		Fthrust : 0         		Fdrag : 13.13257  		m : 10.29525  		v : 76.18656  		Mach : 0.25289   		a : -11.08947 		altitude : 9601.0792 		twr : 0.0       	
	t : 47.86     		Fthrust : 0         		Fdrag : 13.09274  		m : 10.29525  		v : 76.0757   		Mach : 0.25252   		a : -11.0856  		altitude : 9601.84052		twr : 0.0       	
	t : 47.87     		Fthrust : 0         		Fdrag : 13.05299  		m : 10.29525  		v : 75.96488  		Mach : 0.25216   		a : -11.08173 		altitude : 9602.60072		twr : 0.0       	
	t : 47.88     		Fthrust : 0         		Fdrag : 13.01332  		m : 10.29525  		v : 75.85411  		Mach : 0.25179   		a : -11.07787 		altitude : 9603.35981		twr : 0.0       	
	t : 47.89     		Fthrust : 0         		Fdrag : 12.97374  		m : 10.29525  		v : 75.74337  		Mach : 0.25143   		a : -11.07401 		altitude : 9604.1178 		twr : 0.0       	
	t : 47.9      		Fthrust : 0         		Fdrag : 12.93423  		m : 10.29525  		v : 75.63266  		Mach : 0.25106   		a : -11.07017 		altitude : 9604.87468		twr : 0.0       	
	t : 47.91     		Fthrust : 0         		Fdrag : 12.89481  		m : 10.29525  		v : 75.522    		Mach : 0.2507    		a : -11.06633 		altitude : 9605.63045		twr : 0.0       	
	t : 47.92     		Fthrust : 0         		Fdrag : 12.85546  		m : 10.29525  		v : 75.41138  		Mach : 0.25033   		a : -11.0625  		altitude : 9606.38512		twr : 0.0       	
	t : 47.93     		Fthrust : 0         		Fdrag : 12.81619  		m : 10.29525  		v : 75.30079  		Mach : 0.24997   		a : -11.05868 		altitude : 9607.13868		twr : 0.0       	
	t : 47.94     		Fthrust : 0         		Fdrag : 12.77701  		m : 10.29525  		v : 75.19024  		Mach : 0.2496    		a : -11.05486 		altitude : 9607.89114		twr : 0.0       	
	t : 47.95     		Fthrust : 0         		Fdrag : 12.7379   		m : 10.29525  		v : 75.07973  		Mach : 0.24924   		a : -11.05106 		altitude : 9608.64249		twr : 0.0       	
	t : 47.96     		Fthrust : 0         		Fdrag : 12.69888  		m : 10.29525  		v : 74.96926  		Mach : 0.24888   		a : -11.04726 		altitude : 9609.39273		twr : 0.0       	
	t : 47.97     		Fthrust : 0         		Fdrag : 12.65993  		m : 10.29525  		v : 74.85882  		Mach : 0.24851   		a : -11.04347 		altitude : 9610.14187		twr : 0.0       	
	t : 47.98     		Fthrust : 0         		Fdrag : 12.62106  		m : 10.29525  		v : 74.74843  		Mach : 0.24815   		a : -11.03969 		altitude : 9610.88991		twr : 0.0       	
	t : 47.99     		Fthrust : 0         		Fdrag : 12.58228  		m : 10.29525  		v : 74.63807  		Mach : 0.24778   		a : -11.03591 		altitude : 9611.63684		twr : 0.0       	
	t : 48.0      		Fthrust : 0         		Fdrag : 12.54357  		m : 10.29525  		v : 74.52774  		Mach : 0.24742   		a : -11.03214 		altitude : 9612.38267		twr : 0.0       	
	t : 48.01     		Fthrust : 0         		Fdrag : 12.50494  		m : 10.29525  		v : 74.41746  		Mach : 0.24706   		a : -11.02838 		altitude : 9613.1274 		twr : 0.0       	
	t : 48.02     		Fthrust : 0         		Fdrag : 12.46639  		m : 10.29525  		v : 74.30721  		Mach : 0.24669   		a : -11.02463 		altitude : 9613.87102		twr : 0.0       	
	t : 48.03     		Fthrust : 0         		Fdrag : 12.42792  		m : 10.29525  		v : 74.19701  		Mach : 0.24633   		a : -11.02089 		altitude : 9614.61354		twr : 0.0       	
	t : 48.04     		Fthrust : 0         		Fdrag : 12.38953  		m : 10.29525  		v : 74.08683  		Mach : 0.24597   		a : -11.01715 		altitude : 9615.35496		twr : 0.0       	
	t : 48.05     		Fthrust : 0         		Fdrag : 12.35121  		m : 10.29525  		v : 73.9767   		Mach : 0.2456    		a : -11.01342 		altitude : 9616.09528		twr : 0.0       	
	t : 48.06     		Fthrust : 0         		Fdrag : 12.31298  		m : 10.29525  		v : 73.8666   		Mach : 0.24524   		a : -11.0097  		altitude : 9616.83449		twr : 0.0       	
	t : 48.07     		Fthrust : 0         		Fdrag : 12.27482  		m : 10.29525  		v : 73.75654  		Mach : 0.24488   		a : -11.00599 		altitude : 9617.57261		twr : 0.0       	
	t : 48.08     		Fthrust : 0         		Fdrag : 12.23674  		m : 10.29525  		v : 73.64652  		Mach : 0.24452   		a : -11.00228 		altitude : 9618.30962		twr : 0.0       	
	t : 48.09     		Fthrust : 0         		Fdrag : 12.19874  		m : 10.29525  		v : 73.53653  		Mach : 0.24415   		a : -10.99858 		altitude : 9619.04554		twr : 0.0       	
	t : 48.1      		Fthrust : 0         		Fdrag : 12.16082  		m : 10.29525  		v : 73.42659  		Mach : 0.24379   		a : -10.99489 		altitude : 9619.78036		twr : 0.0       	
	t : 48.11     		Fthrust : 0         		Fdrag : 12.12297  		m : 10.29525  		v : 73.31667  		Mach : 0.24343   		a : -10.99121 		altitude : 9620.51407		twr : 0.0       	
	t : 48.12     		Fthrust : 0         		Fdrag : 12.08521  		m : 10.29525  		v : 73.2068   		Mach : 0.24307   		a : -10.98753 		altitude : 9621.24669		twr : 0.0       	
	t : 48.13     		Fthrust : 0         		Fdrag : 12.04752  		m : 10.29525  		v : 73.09696  		Mach : 0.2427    		a : -10.98386 		altitude : 9621.97821		twr : 0.0       	
	t : 48.14     		Fthrust : 0         		Fdrag : 12.00991  		m : 10.29525  		v : 72.98716  		Mach : 0.24234   		a : -10.9802  		altitude : 9622.70863		twr : 0.0       	
	t : 48.15     		Fthrust : 0         		Fdrag : 11.97237  		m : 10.29525  		v : 72.87739  		Mach : 0.24198   		a : -10.97655 		altitude : 9623.43795		twr : 0.0       	
	t : 48.16     		Fthrust : 0         		Fdrag : 11.93491  		m : 10.29525  		v : 72.76766  		Mach : 0.24162   		a : -10.9729  		altitude : 9624.16618		twr : 0.0       	
	t : 48.17     		Fthrust : 0         		Fdrag : 11.89753  		m : 10.29525  		v : 72.65797  		Mach : 0.24126   		a : -10.96926 		altitude : 9624.89331		twr : 0.0       	
	t : 48.18     		Fthrust : 0         		Fdrag : 11.86023  		m : 10.29525  		v : 72.54831  		Mach : 0.2409    		a : -10.96563 		altitude : 9625.61934		twr : 0.0       	
	t : 48.19     		Fthrust : 0         		Fdrag : 11.823    		m : 10.29525  		v : 72.43869  		Mach : 0.24053   		a : -10.96201 		altitude : 9626.34427		twr : 0.0       	
	t : 48.2      		Fthrust : 0         		Fdrag : 11.78585  		m : 10.29525  		v : 72.32911  		Mach : 0.24017   		a : -10.95839 		altitude : 9627.06811		twr : 0.0       	
	t : 48.21     		Fthrust : 0         		Fdrag : 11.74878  		m : 10.29525  		v : 72.21956  		Mach : 0.23981   		a : -10.95479 		altitude : 9627.79085		twr : 0.0       	
	t : 48.22     		Fthrust : 0         		Fdrag : 11.71178  		m : 10.29525  		v : 72.11005  		Mach : 0.23945   		a : -10.95118 		altitude : 9628.5125 		twr : 0.0       	
	t : 48.23     		Fthrust : 0         		Fdrag : 11.67486  		m : 10.29525  		v : 72.00057  		Mach : 0.23909   		a : -10.94759 		altitude : 9629.23306		twr : 0.0       	
	t : 48.24     		Fthrust : 0         		Fdrag : 11.63802  		m : 10.29525  		v : 71.89113  		Mach : 0.23873   		a : -10.944   		altitude : 9629.95251		twr : 0.0       	
	t : 48.25     		Fthrust : 0         		Fdrag : 11.60125  		m : 10.29525  		v : 71.78173  		Mach : 0.23837   		a : -10.94043 		altitude : 9630.67088		twr : 0.0       	
	t : 48.26     		Fthrust : 0         		Fdrag : 11.56456  		m : 10.29525  		v : 71.67236  		Mach : 0.23801   		a : -10.93685 		altitude : 9631.38815		twr : 0.0       	
	t : 48.27     		Fthrust : 0         		Fdrag : 11.52794  		m : 10.29525  		v : 71.56303  		Mach : 0.23765   		a : -10.93329 		altitude : 9632.10433		twr : 0.0       	
	t : 48.28     		Fthrust : 0         		Fdrag : 11.4914   		m : 10.29525  		v : 71.45373  		Mach : 0.23729   		a : -10.92973 		altitude : 9632.81941		twr : 0.0       	
	t : 48.29     		Fthrust : 0         		Fdrag : 11.45494  		m : 10.29525  		v : 71.34447  		Mach : 0.23693   		a : -10.92618 		altitude : 9633.5334 		twr : 0.0       	
	t : 48.3      		Fthrust : 0         		Fdrag : 11.41855  		m : 10.29525  		v : 71.23524  		Mach : 0.23656   		a : -10.92264 		altitude : 9634.2463 		twr : 0.0       	
	t : 48.31     		Fthrust : 0         		Fdrag : 11.38223  		m : 10.29525  		v : 71.12605  		Mach : 0.2362    		a : -10.91911 		altitude : 9634.95811		twr : 0.0       	
	t : 48.32     		Fthrust : 0         		Fdrag : 11.34599  		m : 10.29525  		v : 71.0169   		Mach : 0.23584   		a : -10.91558 		altitude : 9635.66882		twr : 0.0       	
	t : 48.33     		Fthrust : 0         		Fdrag : 11.30983  		m : 10.29525  		v : 70.90778  		Mach : 0.23548   		a : -10.91206 		altitude : 9636.37844		twr : 0.0       	
	t : 48.34     		Fthrust : 0         		Fdrag : 11.27374  		m : 10.29525  		v : 70.79869  		Mach : 0.23512   		a : -10.90855 		altitude : 9637.08698		twr : 0.0       	
	t : 48.35     		Fthrust : 0         		Fdrag : 11.23773  		m : 10.29525  		v : 70.68964  		Mach : 0.23477   		a : -10.90504 		altitude : 9637.79442		twr : 0.0       	
	t : 48.36     		Fthrust : 0         		Fdrag : 11.20179  		m : 10.29525  		v : 70.58062  		Mach : 0.23441   		a : -10.90154 		altitude : 9638.50077		twr : 0.0       	
	t : 48.37     		Fthrust : 0         		Fdrag : 11.16592  		m : 10.29525  		v : 70.47164  		Mach : 0.23405   		a : -10.89805 		altitude : 9639.20603		twr : 0.0       	
	t : 48.38     		Fthrust : 0         		Fdrag : 11.13013  		m : 10.29525  		v : 70.3627   		Mach : 0.23369   		a : -10.89457 		altitude : 9639.9102 		twr : 0.0       	
	t : 48.39     		Fthrust : 0         		Fdrag : 11.09442  		m : 10.29525  		v : 70.25379  		Mach : 0.23333   		a : -10.89109 		altitude : 9640.61328		twr : 0.0       	
	t : 48.4      		Fthrust : 0         		Fdrag : 11.05878  		m : 10.29525  		v : 70.14491  		Mach : 0.23297   		a : -10.88762 		altitude : 9641.31528		twr : 0.0       	
	t : 48.41     		Fthrust : 0         		Fdrag : 11.02321  		m : 10.29525  		v : 70.03607  		Mach : 0.23261   		a : -10.88416 		altitude : 9642.01618		twr : 0.0       	
	t : 48.42     		Fthrust : 0         		Fdrag : 10.98772  		m : 10.29525  		v : 69.92726  		Mach : 0.23225   		a : -10.88071 		altitude : 9642.716  		twr : 0.0       	
	t : 48.43     		Fthrust : 0         		Fdrag : 10.9523   		m : 10.29525  		v : 69.81849  		Mach : 0.23189   		a : -10.87726 		altitude : 9643.41473		twr : 0.0       	
	t : 48.44     		Fthrust : 0         		Fdrag : 10.91695  		m : 10.29525  		v : 69.70975  		Mach : 0.23153   		a : -10.87382 		altitude : 9644.11237		twr : 0.0       	
	t : 48.45     		Fthrust : 0         		Fdrag : 10.88168  		m : 10.29525  		v : 69.60105  		Mach : 0.23117   		a : -10.87039 		altitude : 9644.80892		twr : 0.0       	
	t : 48.46     		Fthrust : 0         		Fdrag : 10.84648  		m : 10.29525  		v : 69.49238  		Mach : 0.23081   		a : -10.86696 		altitude : 9645.50439		twr : 0.0       	
	t : 48.47     		Fthrust : 0         		Fdrag : 10.81136  		m : 10.29525  		v : 69.38374  		Mach : 0.23046   		a : -10.86354 		altitude : 9646.19877		twr : 0.0       	
	t : 48.48     		Fthrust : 0         		Fdrag : 10.77631  		m : 10.29525  		v : 69.27514  		Mach : 0.2301    		a : -10.86013 		altitude : 9646.89207		twr : 0.0       	
	t : 48.49     		Fthrust : 0         		Fdrag : 10.74133  		m : 10.29525  		v : 69.16657  		Mach : 0.22974   		a : -10.85673 		altitude : 9647.58427		twr : 0.0       	
	t : 48.5      		Fthrust : 0         		Fdrag : 10.70643  		m : 10.29525  		v : 69.05804  		Mach : 0.22938   		a : -10.85333 		altitude : 9648.2754 		twr : 0.0       	
	t : 48.51     		Fthrust : 0         		Fdrag : 10.6716   		m : 10.29525  		v : 68.94954  		Mach : 0.22902   		a : -10.84994 		altitude : 9648.96543		twr : 0.0       	
	t : 48.52     		Fthrust : 0         		Fdrag : 10.63684  		m : 10.29525  		v : 68.84108  		Mach : 0.22866   		a : -10.84656 		altitude : 9649.65439		twr : 0.0       	
	t : 48.53     		Fthrust : 0         		Fdrag : 10.60215  		m : 10.29525  		v : 68.73264  		Mach : 0.22831   		a : -10.84318 		altitude : 9650.34226		twr : 0.0       	
	t : 48.54     		Fthrust : 0         		Fdrag : 10.56754  		m : 10.29525  		v : 68.62425  		Mach : 0.22795   		a : -10.83981 		altitude : 9651.02904		twr : 0.0       	
	t : 48.55     		Fthrust : 0         		Fdrag : 10.533    		m : 10.29525  		v : 68.51588  		Mach : 0.22759   		a : -10.83645 		altitude : 9651.71474		twr : 0.0       	
	t : 48.56     		Fthrust : 0         		Fdrag : 10.49853  		m : 10.29525  		v : 68.40755  		Mach : 0.22723   		a : -10.83309 		altitude : 9652.39936		twr : 0.0       	
	t : 48.57     		Fthrust : 0         		Fdrag : 10.46414  		m : 10.29525  		v : 68.29925  		Mach : 0.22688   		a : -10.82975 		altitude : 9653.08289		twr : 0.0       	
	t : 48.58     		Fthrust : 0         		Fdrag : 10.42981  		m : 10.29525  		v : 68.19099  		Mach : 0.22652   		a : -10.8264  		altitude : 9653.76534		twr : 0.0       	
	t : 48.59     		Fthrust : 0         		Fdrag : 10.39556  		m : 10.29525  		v : 68.08276  		Mach : 0.22616   		a : -10.82307 		altitude : 9654.44671		twr : 0.0       	
	t : 48.6      		Fthrust : 0         		Fdrag : 10.36138  		m : 10.29525  		v : 67.97456  		Mach : 0.2258    		a : -10.81974 		altitude : 9655.127  		twr : 0.0       	
	t : 48.61     		Fthrust : 0         		Fdrag : 10.32728  		m : 10.29525  		v : 67.8664   		Mach : 0.22545   		a : -10.81642 		altitude : 9655.8062 		twr : 0.0       	
	t : 48.62     		Fthrust : 0         		Fdrag : 10.29324  		m : 10.29525  		v : 67.75827  		Mach : 0.22509   		a : -10.81311 		altitude : 9656.48433		twr : 0.0       	
	t : 48.63     		Fthrust : 0         		Fdrag : 10.25928  		m : 10.29525  		v : 67.65017  		Mach : 0.22473   		a : -10.80981 		altitude : 9657.16137		twr : 0.0       	
	t : 48.64     		Fthrust : 0         		Fdrag : 10.22539  		m : 10.29525  		v : 67.5421   		Mach : 0.22438   		a : -10.80651 		altitude : 9657.83733		twr : 0.0       	
	t : 48.65     		Fthrust : 0         		Fdrag : 10.19157  		m : 10.29525  		v : 67.43407  		Mach : 0.22402   		a : -10.80321 		altitude : 9658.51221		twr : 0.0       	
	t : 48.66     		Fthrust : 0         		Fdrag : 10.15782  		m : 10.29525  		v : 67.32607  		Mach : 0.22366   		a : -10.79993 		altitude : 9659.18601		twr : 0.0       	
	t : 48.67     		Fthrust : 0         		Fdrag : 10.12414  		m : 10.29525  		v : 67.2181   		Mach : 0.22331   		a : -10.79665 		altitude : 9659.85873		twr : 0.0       	
	t : 48.68     		Fthrust : 0         		Fdrag : 10.09054  		m : 10.29525  		v : 67.11017  		Mach : 0.22295   		a : -10.79338 		altitude : 9660.53037		twr : 0.0       	
	t : 48.69     		Fthrust : 0         		Fdrag : 10.057    		m : 10.29525  		v : 67.00227  		Mach : 0.22259   		a : -10.79012 		altitude : 9661.20094		twr : 0.0       	
	t : 48.7      		Fthrust : 0         		Fdrag : 10.02354  		m : 10.29525  		v : 66.8944   		Mach : 0.22224   		a : -10.78686 		altitude : 9661.87042		twr : 0.0       	
	t : 48.71     		Fthrust : 0         		Fdrag : 9.99014   		m : 10.29525  		v : 66.78656  		Mach : 0.22188   		a : -10.78361 		altitude : 9662.53882		twr : 0.0       	
	t : 48.72     		Fthrust : 0         		Fdrag : 9.95682   		m : 10.29525  		v : 66.67876  		Mach : 0.22153   		a : -10.78036 		altitude : 9663.20615		twr : 0.0       	
	t : 48.73     		Fthrust : 0         		Fdrag : 9.92357   		m : 10.29525  		v : 66.57099  		Mach : 0.22117   		a : -10.77713 		altitude : 9663.8724 		twr : 0.0       	
	t : 48.74     		Fthrust : 0         		Fdrag : 9.89039   		m : 10.29525  		v : 66.46325  		Mach : 0.22081   		a : -10.7739  		altitude : 9664.53757		twr : 0.0       	
	t : 48.75     		Fthrust : 0         		Fdrag : 9.85728   		m : 10.29525  		v : 66.35554  		Mach : 0.22046   		a : -10.77067 		altitude : 9665.20167		twr : 0.0       	
	t : 48.76     		Fthrust : 0         		Fdrag : 9.82423   		m : 10.29525  		v : 66.24787  		Mach : 0.2201    		a : -10.76746 		altitude : 9665.86468		twr : 0.0       	
	t : 48.77     		Fthrust : 0         		Fdrag : 9.79126   		m : 10.29525  		v : 66.14023  		Mach : 0.21975   		a : -10.76425 		altitude : 9666.52662		twr : 0.0       	
	t : 48.78     		Fthrust : 0         		Fdrag : 9.75836   		m : 10.29525  		v : 66.03262  		Mach : 0.21939   		a : -10.76105 		altitude : 9667.18749		twr : 0.0       	
