	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 72.13     		Fthrust : 0         		Fdrag : 0.05846   		m : 10.29525  		v : 15.68021  		Mach : 0.05316   		a : -9.81575  		altitude : 18378.70529		twr : 0.0       	
	t : 72.14     		Fthrust : 0         		Fdrag : 0.05773   		m : 10.29525  		v : 15.58205  		Mach : 0.05283   		a : -9.81568  		altitude : 18378.8616		twr : 0.0       	
	t : 72.15     		Fthrust : 0         		Fdrag : 0.05701   		m : 10.29525  		v : 15.4839   		Mach : 0.05249   		a : -9.81561  		altitude : 18379.01693		twr : 0.0       	
	t : 72.16     		Fthrust : 0         		Fdrag : 0.05628   		m : 10.29525  		v : 15.38574  		Mach : 0.05216   		a : -9.81554  		altitude : 18379.17128		twr : 0.0       	
	t : 72.17     		Fthrust : 0         		Fdrag : 0.05557   		m : 10.29525  		v : 15.28759  		Mach : 0.05183   		a : -9.81547  		altitude : 18379.32465		twr : 0.0       	
	t : 72.18     		Fthrust : 0         		Fdrag : 0.05485   		m : 10.29525  		v : 15.18943  		Mach : 0.05149   		a : -9.8154   		altitude : 18379.47703		twr : 0.0       	
	t : 72.19     		Fthrust : 0         		Fdrag : 0.05415   		m : 10.29525  		v : 15.09128  		Mach : 0.05116   		a : -9.81533  		altitude : 18379.62843		twr : 0.0       	
	t : 72.2      		Fthrust : 0         		Fdrag : 0.05344   		m : 10.29525  		v : 14.99313  		Mach : 0.05083   		a : -9.81526  		altitude : 18379.77886		twr : 0.0       	
	t : 72.21     		Fthrust : 0         		Fdrag : 0.05274   		m : 10.29525  		v : 14.89497  		Mach : 0.0505    		a : -9.81519  		altitude : 18379.9283		twr : 0.0       	
	t : 72.22     		Fthrust : 0         		Fdrag : 0.05205   		m : 10.29525  		v : 14.79682  		Mach : 0.05016   		a : -9.81512  		altitude : 18380.07676		twr : 0.0       	
	t : 72.23     		Fthrust : 0         		Fdrag : 0.05136   		m : 10.29525  		v : 14.69867  		Mach : 0.04983   		a : -9.81506  		altitude : 18380.22423		twr : 0.0       	
	t : 72.24     		Fthrust : 0         		Fdrag : 0.05068   		m : 10.29525  		v : 14.60052  		Mach : 0.0495    		a : -9.81499  		altitude : 18380.37073		twr : 0.0       	
	t : 72.25     		Fthrust : 0         		Fdrag : 0.05      		m : 10.29525  		v : 14.50237  		Mach : 0.04917   		a : -9.81492  		altitude : 18380.51624		twr : 0.0       	
	t : 72.26     		Fthrust : 0         		Fdrag : 0.04932   		m : 10.29525  		v : 14.40422  		Mach : 0.04883   		a : -9.81486  		altitude : 18380.66078		twr : 0.0       	
	t : 72.27     		Fthrust : 0         		Fdrag : 0.04865   		m : 10.29525  		v : 14.30608  		Mach : 0.0485    		a : -9.81479  		altitude : 18380.80433		twr : 0.0       	
	t : 72.28     		Fthrust : 0         		Fdrag : 0.04798   		m : 10.29525  		v : 14.20793  		Mach : 0.04817   		a : -9.81473  		altitude : 18380.9469		twr : 0.0       	
	t : 72.29     		Fthrust : 0         		Fdrag : 0.04732   		m : 10.29525  		v : 14.10978  		Mach : 0.04783   		a : -9.81466  		altitude : 18381.08849		twr : 0.0       	
	t : 72.3      		Fthrust : 0         		Fdrag : 0.04666   		m : 10.29525  		v : 14.01164  		Mach : 0.0475    		a : -9.8146   		altitude : 18381.22909		twr : 0.0       	
	t : 72.31     		Fthrust : 0         		Fdrag : 0.04601   		m : 10.29525  		v : 13.91349  		Mach : 0.04717   		a : -9.81453  		altitude : 18381.36872		twr : 0.0       	
	t : 72.32     		Fthrust : 0         		Fdrag : 0.04536   		m : 10.29525  		v : 13.81535  		Mach : 0.04684   		a : -9.81447  		altitude : 18381.50736		twr : 0.0       	
	t : 72.33     		Fthrust : 0         		Fdrag : 0.04472   		m : 10.29525  		v : 13.7172   		Mach : 0.0465    		a : -9.81441  		altitude : 18381.64503		twr : 0.0       	
	t : 72.34     		Fthrust : 0         		Fdrag : 0.04408   		m : 10.29525  		v : 13.61906  		Mach : 0.04617   		a : -9.81434  		altitude : 18381.78171		twr : 0.0       	
	t : 72.35     		Fthrust : 0         		Fdrag : 0.04345   		m : 10.29525  		v : 13.52092  		Mach : 0.04584   		a : -9.81428  		altitude : 18381.91741		twr : 0.0       	
	t : 72.36     		Fthrust : 0         		Fdrag : 0.04282   		m : 10.29525  		v : 13.42277  		Mach : 0.04551   		a : -9.81422  		altitude : 18382.05213		twr : 0.0       	
	t : 72.37     		Fthrust : 0         		Fdrag : 0.04219   		m : 10.29525  		v : 13.32463  		Mach : 0.04517   		a : -9.81416  		altitude : 18382.18586		twr : 0.0       	
	t : 72.38     		Fthrust : 0         		Fdrag : 0.04157   		m : 10.29525  		v : 13.22649  		Mach : 0.04484   		a : -9.8141   		altitude : 18382.31862		twr : 0.0       	
	t : 72.39     		Fthrust : 0         		Fdrag : 0.04096   		m : 10.29525  		v : 13.12835  		Mach : 0.04451   		a : -9.81404  		altitude : 18382.45039		twr : 0.0       	
	t : 72.4      		Fthrust : 0         		Fdrag : 0.04035   		m : 10.29525  		v : 13.03021  		Mach : 0.04417   		a : -9.81398  		altitude : 18382.58119		twr : 0.0       	
	t : 72.41     		Fthrust : 0         		Fdrag : 0.03974   		m : 10.29525  		v : 12.93207  		Mach : 0.04384   		a : -9.81392  		altitude : 18382.711 		twr : 0.0       	
	t : 72.42     		Fthrust : 0         		Fdrag : 0.03914   		m : 10.29525  		v : 12.83393  		Mach : 0.04351   		a : -9.81386  		altitude : 18382.83983		twr : 0.0       	
	t : 72.43     		Fthrust : 0         		Fdrag : 0.03854   		m : 10.29525  		v : 12.73579  		Mach : 0.04318   		a : -9.8138   		altitude : 18382.96768		twr : 0.0       	
	t : 72.44     		Fthrust : 0         		Fdrag : 0.03795   		m : 10.29525  		v : 12.63766  		Mach : 0.04284   		a : -9.81374  		altitude : 18383.09454		twr : 0.0       	
	t : 72.45     		Fthrust : 0         		Fdrag : 0.03736   		m : 10.29525  		v : 12.53952  		Mach : 0.04251   		a : -9.81369  		altitude : 18383.22043		twr : 0.0       	
	t : 72.46     		Fthrust : 0         		Fdrag : 0.03678   		m : 10.29525  		v : 12.44138  		Mach : 0.04218   		a : -9.81363  		altitude : 18383.34533		twr : 0.0       	
	t : 72.47     		Fthrust : 0         		Fdrag : 0.0362    		m : 10.29525  		v : 12.34325  		Mach : 0.04185   		a : -9.81357  		altitude : 18383.46926		twr : 0.0       	
	t : 72.48     		Fthrust : 0         		Fdrag : 0.03563   		m : 10.29525  		v : 12.24511  		Mach : 0.04151   		a : -9.81352  		altitude : 18383.5922		twr : 0.0       	
	t : 72.49     		Fthrust : 0         		Fdrag : 0.03506   		m : 10.29525  		v : 12.14698  		Mach : 0.04118   		a : -9.81346  		altitude : 18383.71416		twr : 0.0       	
	t : 72.5      		Fthrust : 0         		Fdrag : 0.03449   		m : 10.29525  		v : 12.04884  		Mach : 0.04085   		a : -9.81341  		altitude : 18383.83514		twr : 0.0       	
	t : 72.51     		Fthrust : 0         		Fdrag : 0.03393   		m : 10.29525  		v : 11.95071  		Mach : 0.04051   		a : -9.81335  		altitude : 18383.95514		twr : 0.0       	
	t : 72.52     		Fthrust : 0         		Fdrag : 0.03338   		m : 10.29525  		v : 11.85258  		Mach : 0.04018   		a : -9.8133   		altitude : 18384.07415		twr : 0.0       	
	t : 72.53     		Fthrust : 0         		Fdrag : 0.03283   		m : 10.29525  		v : 11.75445  		Mach : 0.03985   		a : -9.81324  		altitude : 18384.19219		twr : 0.0       	
	t : 72.54     		Fthrust : 0         		Fdrag : 0.03228   		m : 10.29525  		v : 11.65631  		Mach : 0.03952   		a : -9.81319  		altitude : 18384.30924		twr : 0.0       	
	t : 72.55     		Fthrust : 0         		Fdrag : 0.03174   		m : 10.29525  		v : 11.55818  		Mach : 0.03918   		a : -9.81314  		altitude : 18384.42531		twr : 0.0       	
	t : 72.56     		Fthrust : 0         		Fdrag : 0.0312    		m : 10.29525  		v : 11.46005  		Mach : 0.03885   		a : -9.81308  		altitude : 18384.54041		twr : 0.0       	
	t : 72.57     		Fthrust : 0         		Fdrag : 0.03067   		m : 10.29525  		v : 11.36192  		Mach : 0.03852   		a : -9.81303  		altitude : 18384.65452		twr : 0.0       	
	t : 72.58     		Fthrust : 0         		Fdrag : 0.03014   		m : 10.29525  		v : 11.26379  		Mach : 0.03819   		a : -9.81298  		altitude : 18384.76764		twr : 0.0       	
	t : 72.59     		Fthrust : 0         		Fdrag : 0.02962   		m : 10.29525  		v : 11.16566  		Mach : 0.03785   		a : -9.81293  		altitude : 18384.87979		twr : 0.0       	
	t : 72.6      		Fthrust : 0         		Fdrag : 0.0291    		m : 10.29525  		v : 11.06753  		Mach : 0.03752   		a : -9.81288  		altitude : 18384.99096		twr : 0.0       	
	t : 72.61     		Fthrust : 0         		Fdrag : 0.02858   		m : 10.29525  		v : 10.96941  		Mach : 0.03719   		a : -9.81283  		altitude : 18385.10114		twr : 0.0       	
	t : 72.62     		Fthrust : 0         		Fdrag : 0.02807   		m : 10.29525  		v : 10.87128  		Mach : 0.03686   		a : -9.81278  		altitude : 18385.21035		twr : 0.0       	
	t : 72.63     		Fthrust : 0         		Fdrag : 0.02757   		m : 10.29525  		v : 10.77315  		Mach : 0.03652   		a : -9.81273  		altitude : 18385.31857		twr : 0.0       	
	t : 72.64     		Fthrust : 0         		Fdrag : 0.02707   		m : 10.29525  		v : 10.67502  		Mach : 0.03619   		a : -9.81268  		altitude : 18385.42581		twr : 0.0       	
	t : 72.65     		Fthrust : 0         		Fdrag : 0.02657   		m : 10.29525  		v : 10.5769   		Mach : 0.03586   		a : -9.81263  		altitude : 18385.53207		twr : 0.0       	
	t : 72.66     		Fthrust : 0         		Fdrag : 0.02608   		m : 10.29525  		v : 10.47877  		Mach : 0.03552   		a : -9.81258  		altitude : 18385.63735		twr : 0.0       	
	t : 72.67     		Fthrust : 0         		Fdrag : 0.02559   		m : 10.29525  		v : 10.38065  		Mach : 0.03519   		a : -9.81253  		altitude : 18385.74164		twr : 0.0       	
	t : 72.68     		Fthrust : 0         		Fdrag : 0.02511   		m : 10.29525  		v : 10.28252  		Mach : 0.03486   		a : -9.81249  		altitude : 18385.84496		twr : 0.0       	
	t : 72.69     		Fthrust : 0         		Fdrag : 0.02464   		m : 10.29525  		v : 10.1844   		Mach : 0.03453   		a : -9.81244  		altitude : 18385.94729		twr : 0.0       	
	t : 72.7      		Fthrust : 0         		Fdrag : 0.02416   		m : 10.29525  		v : 10.08627  		Mach : 0.03419   		a : -9.81239  		altitude : 18386.04865		twr : 0.0       	
	t : 72.71     		Fthrust : 0         		Fdrag : 0.02369   		m : 10.29525  		v : 9.98815   		Mach : 0.03386   		a : -9.81235  		altitude : 18386.14902		twr : 0.0       	
	t : 72.72     		Fthrust : 0         		Fdrag : 0.02323   		m : 10.29525  		v : 9.89003   		Mach : 0.03353   		a : -9.8123   		altitude : 18386.24841		twr : 0.0       	
	t : 72.73     		Fthrust : 0         		Fdrag : 0.02277   		m : 10.29525  		v : 9.7919    		Mach : 0.0332    		a : -9.81226  		altitude : 18386.34682		twr : 0.0       	
	t : 72.74     		Fthrust : 0         		Fdrag : 0.02232   		m : 10.29525  		v : 9.69378   		Mach : 0.03286   		a : -9.81221  		altitude : 18386.44425		twr : 0.0       	
	t : 72.75     		Fthrust : 0         		Fdrag : 0.02187   		m : 10.29525  		v : 9.59566   		Mach : 0.03253   		a : -9.81217  		altitude : 18386.5407		twr : 0.0       	
	t : 72.76     		Fthrust : 0         		Fdrag : 0.02142   		m : 10.29525  		v : 9.49754   		Mach : 0.0322    		a : -9.81212  		altitude : 18386.63616		twr : 0.0       	
	t : 72.77     		Fthrust : 0         		Fdrag : 0.02098   		m : 10.29525  		v : 9.39942   		Mach : 0.03187   		a : -9.81208  		altitude : 18386.73065		twr : 0.0       	
	t : 72.78     		Fthrust : 0         		Fdrag : 0.02055   		m : 10.29525  		v : 9.3013    		Mach : 0.03153   		a : -9.81204  		altitude : 18386.82415		twr : 0.0       	
	t : 72.79     		Fthrust : 0         		Fdrag : 0.02011   		m : 10.29525  		v : 9.20318   		Mach : 0.0312    		a : -9.812    		altitude : 18386.91667		twr : 0.0       	
	t : 72.8      		Fthrust : 0         		Fdrag : 0.01969   		m : 10.29525  		v : 9.10506   		Mach : 0.03087   		a : -9.81195  		altitude : 18387.00821		twr : 0.0       	
	t : 72.81     		Fthrust : 0         		Fdrag : 0.01926   		m : 10.29525  		v : 9.00694   		Mach : 0.03054   		a : -9.81191  		altitude : 18387.09877		twr : 0.0       	
	t : 72.82     		Fthrust : 0         		Fdrag : 0.01885   		m : 10.29525  		v : 8.90882   		Mach : 0.0302    		a : -9.81187  		altitude : 18387.18835		twr : 0.0       	
	t : 72.83     		Fthrust : 0         		Fdrag : 0.01843   		m : 10.29525  		v : 8.8107    		Mach : 0.02987   		a : -9.81183  		altitude : 18387.27695		twr : 0.0       	
	t : 72.84     		Fthrust : 0         		Fdrag : 0.01803   		m : 10.29525  		v : 8.71258   		Mach : 0.02954   		a : -9.81179  		altitude : 18387.36457		twr : 0.0       	
	t : 72.85     		Fthrust : 0         		Fdrag : 0.01762   		m : 10.29525  		v : 8.61447   		Mach : 0.0292    		a : -9.81175  		altitude : 18387.4512		twr : 0.0       	
	t : 72.86     		Fthrust : 0         		Fdrag : 0.01722   		m : 10.29525  		v : 8.51635   		Mach : 0.02887   		a : -9.81171  		altitude : 18387.53686		twr : 0.0       	
	t : 72.87     		Fthrust : 0         		Fdrag : 0.01683   		m : 10.29525  		v : 8.41823   		Mach : 0.02854   		a : -9.81167  		altitude : 18387.62153		twr : 0.0       	
	t : 72.88     		Fthrust : 0         		Fdrag : 0.01644   		m : 10.29525  		v : 8.32012   		Mach : 0.02821   		a : -9.81163  		altitude : 18387.70522		twr : 0.0       	
	t : 72.89     		Fthrust : 0         		Fdrag : 0.01605   		m : 10.29525  		v : 8.222     		Mach : 0.02787   		a : -9.8116   		altitude : 18387.78793		twr : 0.0       	
	t : 72.9      		Fthrust : 0         		Fdrag : 0.01567   		m : 10.29525  		v : 8.12389   		Mach : 0.02754   		a : -9.81156  		altitude : 18387.86966		twr : 0.0       	
	t : 72.91     		Fthrust : 0         		Fdrag : 0.01529   		m : 10.29525  		v : 8.02577   		Mach : 0.02721   		a : -9.81152  		altitude : 18387.95041		twr : 0.0       	
	t : 72.92     		Fthrust : 0         		Fdrag : 0.01492   		m : 10.29525  		v : 7.92765   		Mach : 0.02688   		a : -9.81149  		altitude : 18388.03018		twr : 0.0       	
	t : 72.93     		Fthrust : 0         		Fdrag : 0.01455   		m : 10.29525  		v : 7.82954   		Mach : 0.02654   		a : -9.81145  		altitude : 18388.10896		twr : 0.0       	
	t : 72.94     		Fthrust : 0         		Fdrag : 0.01419   		m : 10.29525  		v : 7.73143   		Mach : 0.02621   		a : -9.81141  		altitude : 18388.18677		twr : 0.0       	
	t : 72.95     		Fthrust : 0         		Fdrag : 0.01383   		m : 10.29525  		v : 7.63331   		Mach : 0.02588   		a : -9.81138  		altitude : 18388.26359		twr : 0.0       	
	t : 72.96     		Fthrust : 0         		Fdrag : 0.01348   		m : 10.29525  		v : 7.5352    		Mach : 0.02555   		a : -9.81134  		altitude : 18388.33943		twr : 0.0       	
	t : 72.97     		Fthrust : 0         		Fdrag : 0.01313   		m : 10.29525  		v : 7.43709   		Mach : 0.02521   		a : -9.81131  		altitude : 18388.41429		twr : 0.0       	
	t : 72.98     		Fthrust : 0         		Fdrag : 0.01279   		m : 10.29525  		v : 7.33897   		Mach : 0.02488   		a : -9.81128  		altitude : 18388.48817		twr : 0.0       	
	t : 72.99     		Fthrust : 0         		Fdrag : 0.01245   		m : 10.29525  		v : 7.24086   		Mach : 0.02455   		a : -9.81124  		altitude : 18388.56107		twr : 0.0       	
	t : 73.0      		Fthrust : 0         		Fdrag : 0.01211   		m : 10.29525  		v : 7.14275   		Mach : 0.02422   		a : -9.81121  		altitude : 18388.63299		twr : 0.0       	
	t : 73.01     		Fthrust : 0         		Fdrag : 0.01178   		m : 10.29525  		v : 7.04464   		Mach : 0.02388   		a : -9.81118  		altitude : 18388.70393		twr : 0.0       	
	t : 73.02     		Fthrust : 0         		Fdrag : 0.01146   		m : 10.29525  		v : 6.94653   		Mach : 0.02355   		a : -9.81114  		altitude : 18388.77388		twr : 0.0       	
	t : 73.03     		Fthrust : 0         		Fdrag : 0.01113   		m : 10.29525  		v : 6.84841   		Mach : 0.02322   		a : -9.81111  		altitude : 18388.84286		twr : 0.0       	
	t : 73.04     		Fthrust : 0         		Fdrag : 0.01082   		m : 10.29525  		v : 6.7503    		Mach : 0.02288   		a : -9.81108  		altitude : 18388.91085		twr : 0.0       	
	t : 73.05     		Fthrust : 0         		Fdrag : 0.01051   		m : 10.29525  		v : 6.65219   		Mach : 0.02255   		a : -9.81105  		altitude : 18388.97786		twr : 0.0       	
	t : 73.06     		Fthrust : 0         		Fdrag : 0.0102    		m : 10.29525  		v : 6.55408   		Mach : 0.02222   		a : -9.81102  		altitude : 18389.0439		twr : 0.0       	
	t : 73.07     		Fthrust : 0         		Fdrag : 0.00989   		m : 10.29525  		v : 6.45597   		Mach : 0.02189   		a : -9.81099  		altitude : 18389.10895		twr : 0.0       	
	t : 73.08     		Fthrust : 0         		Fdrag : 0.0096    		m : 10.29525  		v : 6.35786   		Mach : 0.02155   		a : -9.81096  		altitude : 18389.17302		twr : 0.0       	
	t : 73.09     		Fthrust : 0         		Fdrag : 0.0093    		m : 10.29525  		v : 6.25975   		Mach : 0.02122   		a : -9.81093  		altitude : 18389.2361		twr : 0.0       	
	t : 73.1      		Fthrust : 0         		Fdrag : 0.00901   		m : 10.29525  		v : 6.16164   		Mach : 0.02089   		a : -9.8109   		altitude : 18389.29821		twr : 0.0       	
	t : 73.11     		Fthrust : 0         		Fdrag : 0.00873   		m : 10.29525  		v : 6.06354   		Mach : 0.02056   		a : -9.81088  		altitude : 18389.35934		twr : 0.0       	
	t : 73.12     		Fthrust : 0         		Fdrag : 0.00845   		m : 10.29525  		v : 5.96543   		Mach : 0.02022   		a : -9.81085  		altitude : 18389.41948		twr : 0.0       	
	t : 73.13     		Fthrust : 0         		Fdrag : 0.00817   		m : 10.29525  		v : 5.86732   		Mach : 0.01989   		a : -9.81082  		altitude : 18389.47865		twr : 0.0       	
	t : 73.14     		Fthrust : 0         		Fdrag : 0.0079    		m : 10.29525  		v : 5.76921   		Mach : 0.01956   		a : -9.81079  		altitude : 18389.53683		twr : 0.0       	
	t : 73.15     		Fthrust : 0         		Fdrag : 0.00763   		m : 10.29525  		v : 5.6711    		Mach : 0.01923   		a : -9.81077  		altitude : 18389.59403		twr : 0.0       	
	t : 73.16     		Fthrust : 0         		Fdrag : 0.00737   		m : 10.29525  		v : 5.573     		Mach : 0.01889   		a : -9.81074  		altitude : 18389.65025		twr : 0.0       	
	t : 73.17     		Fthrust : 0         		Fdrag : 0.00711   		m : 10.29525  		v : 5.47489   		Mach : 0.01856   		a : -9.81072  		altitude : 18389.70549		twr : 0.0       	
	t : 73.18     		Fthrust : 0         		Fdrag : 0.00686   		m : 10.29525  		v : 5.37678   		Mach : 0.01823   		a : -9.81069  		altitude : 18389.75975		twr : 0.0       	
	t : 73.19     		Fthrust : 0         		Fdrag : 0.00661   		m : 10.29525  		v : 5.27868   		Mach : 0.0179    		a : -9.81067  		altitude : 18389.81303		twr : 0.0       	
	t : 73.2      		Fthrust : 0         		Fdrag : 0.00637   		m : 10.29525  		v : 5.18057   		Mach : 0.01756   		a : -9.81064  		altitude : 18389.86532		twr : 0.0       	
	t : 73.21     		Fthrust : 0         		Fdrag : 0.00613   		m : 10.29525  		v : 5.08246   		Mach : 0.01723   		a : -9.81062  		altitude : 18389.91664		twr : 0.0       	
	t : 73.22     		Fthrust : 0         		Fdrag : 0.0059    		m : 10.29525  		v : 4.98436   		Mach : 0.0169    		a : -9.8106   		altitude : 18389.96697		twr : 0.0       	
	t : 73.23     		Fthrust : 0         		Fdrag : 0.00567   		m : 10.29525  		v : 4.88625   		Mach : 0.01657   		a : -9.81057  		altitude : 18390.01632		twr : 0.0       	
	t : 73.24     		Fthrust : 0         		Fdrag : 0.00544   		m : 10.29525  		v : 4.78815   		Mach : 0.01623   		a : -9.81055  		altitude : 18390.0647		twr : 0.0       	
	t : 73.25     		Fthrust : 0         		Fdrag : 0.00522   		m : 10.29525  		v : 4.69004   		Mach : 0.0159    		a : -9.81053  		altitude : 18390.11209		twr : 0.0       	
	t : 73.26     		Fthrust : 0         		Fdrag : 0.005     		m : 10.29525  		v : 4.59194   		Mach : 0.01557   		a : -9.81051  		altitude : 18390.1585		twr : 0.0       	
	t : 73.27     		Fthrust : 0         		Fdrag : 0.00479   		m : 10.29525  		v : 4.49383   		Mach : 0.01523   		a : -9.81049  		altitude : 18390.20393		twr : 0.0       	
