t,Fthrust,Fdrag,m,v,Mach,a,altitude,twr,maxV,maxMach,maxAcc,minAcc,maxG,minG
32.68,500.0,244.66543,10.66709,479.29189,1.57779,14.11917,9023.397,4.77738,479.29189,1.57779,21.89325,0,2.23249,0
32.69,500.0,244.62384,10.66549,479.43316,1.57836,14.12666,9028.19063,4.7781,479.43316,1.57836,21.89325,0,2.23249,0
32.7,500.0,244.58219,10.66389,479.5745,1.57893,14.13415,9032.98567,4.77881,479.5745,1.57893,21.89325,0,2.23249,0
32.71,500.0,244.54046,10.66229,479.71592,1.57951,14.14166,9037.78212,4.77953,479.71592,1.57951,21.89325,0,2.23249,0
32.72,500.0,244.49867,10.66068,479.85741,1.58008,14.14917,9042.57999,4.78025,479.85741,1.58008,21.89325,0,2.23249,0
32.73,500.0,244.4568,10.65908,479.99898,1.58065,14.1567,9047.37927,4.78097,479.99898,1.58065,21.89325,0,2.23249,0
32.74,500.0,244.41487,10.65748,480.14062,1.58123,14.16423,9052.17997,4.78169,480.14062,1.58123,21.89325,0,2.23249,0
32.75,500.0,244.37287,10.65587,480.28234,1.5818,14.17177,9056.98208,4.78241,480.28234,1.5818,21.89325,0,2.23249,0
32.76,500.0,244.33081,10.65427,480.42413,1.58237,14.17931,9061.78561,4.78313,480.42413,1.58237,21.89325,0,2.23249,0
32.77,500.0,244.28867,10.65267,480.566,1.58295,14.18687,9066.59056,4.78385,480.566,1.58295,21.89325,0,2.23249,0
32.78,500.0,244.24646,10.65107,480.70794,1.58352,14.19444,9071.39693,4.78457,480.70794,1.58352,21.89325,0,2.23249,0
32.79,500.0,244.20419,10.64946,480.84996,1.5841,14.20201,9076.20472,4.78529,480.84996,1.5841,21.89325,0,2.23249,0
32.8,500.0,244.16185,10.64786,480.99206,1.58468,14.2096,9081.01393,4.78601,480.99206,1.58468,21.89325,0,2.23249,0
32.81,500.0,244.11944,10.64626,481.13423,1.58525,14.21719,9085.82456,4.78673,481.13423,1.58525,21.89325,0,2.23249,0
32.82,500.0,244.07696,10.64465,481.27648,1.58583,14.22479,9090.63662,4.78745,481.27648,1.58583,21.89325,0,2.23249,0
32.83,500.0,244.03441,10.64305,481.4188,1.58641,14.2324,9095.45009,4.78817,481.4188,1.58641,21.89325,0,2.23249,0
32.84,500.0,243.99179,10.64145,481.5612,1.58698,14.24002,9100.26499,4.78889,481.5612,1.58698,21.89325,0,2.23249,0
32.85,500.0,243.9491,10.63985,481.70368,1.58756,14.24764,9105.08132,4.78961,481.70368,1.58756,21.89325,0,2.23249,0
32.86,500.0,243.90635,10.63824,481.84623,1.58814,14.25528,9109.89907,4.79033,481.84623,1.58814,21.89325,0,2.23249,0
32.87,500.0,243.86353,10.63664,481.98886,1.58872,14.26293,9114.71824,4.79105,481.98886,1.58872,21.89325,0,2.23249,0
32.88,500.0,243.82063,10.63504,482.13157,1.5893,14.27058,9119.53885,4.79178,482.13157,1.5893,21.89325,0,2.23249,0
32.89,500.0,243.77767,10.63344,482.27435,1.58988,14.27824,9124.36088,4.7925,482.27435,1.58988,21.89325,0,2.23249,0
32.9,500.0,243.73464,10.63183,482.41721,1.59046,14.28591,9129.18433,4.79322,482.41721,1.59046,21.89325,0,2.23249,0
32.91,500.0,243.69154,10.63023,482.56015,1.59104,14.29359,9134.00922,4.79394,482.56015,1.59104,21.89325,0,2.23249,0
32.92,500.0,243.64837,10.62863,482.70316,1.59162,14.30128,9138.83554,4.79467,482.70316,1.59162,21.89325,0,2.23249,0
32.93,500.0,243.60514,10.62702,482.84625,1.5922,14.30898,9143.66328,4.79539,482.84625,1.5922,21.89325,0,2.23249,0
32.94,500.0,243.56183,10.62542,482.98941,1.59278,14.31668,9148.49246,4.79611,482.98941,1.59278,21.89325,0,2.23249,0
32.95,500.0,243.51846,10.62382,483.13266,1.59336,14.3244,9153.32307,4.79684,483.13266,1.59336,21.89325,0,2.23249,0
32.96,500.0,243.47501,10.62222,483.27598,1.59394,14.33212,9158.15512,4.79756,483.27598,1.59394,21.89325,0,2.23249,0
32.97,500.0,243.4315,10.62061,483.41938,1.59452,14.33986,9162.98859,4.79828,483.41938,1.59452,21.89325,0,2.23249,0
32.98,500.0,243.38792,10.61901,483.56285,1.59511,14.3476,9167.8235,4.79901,483.56285,1.59511,21.89325,0,2.23249,0
32.99,500.0,243.34427,10.61741,483.70641,1.59569,14.35535,9172.65985,4.79973,483.70641,1.59569,21.89325,0,2.23249,0
33.0,500.0,243.30055,10.6158,483.85004,1.59627,14.36311,9177.49763,4.80046,483.85004,1.59627,21.89325,0,2.23249,0
33.01,500.0,243.25676,10.6142,483.99375,1.59686,14.37088,9182.33685,4.80118,483.99375,1.59686,21.89325,0,2.23249,0
33.02,500.0,243.2129,10.6126,484.13753,1.59744,14.37865,9187.17751,4.80191,484.13753,1.59744,21.89325,0,2.23249,0
33.03,500.0,243.16897,10.611,484.2814,1.59802,14.38644,9192.0196,4.80263,484.2814,1.59802,21.89325,0,2.23249,0
33.04,500.0,243.12497,10.60939,484.42534,1.59861,14.39423,9196.86314,4.80336,484.42534,1.59861,21.89325,0,2.23249,0
33.05,500.0,243.08091,10.60779,484.56936,1.59919,14.40204,9201.70811,4.80408,484.56936,1.59919,21.89325,0,2.23249,0
33.06,500.0,243.03677,10.60619,484.71346,1.59978,14.40985,9206.55452,4.80481,484.71346,1.59978,21.89325,0,2.23249,0
33.07,500.0,242.99257,10.60459,484.85764,1.60037,14.41767,9211.40238,4.80553,484.85764,1.60037,21.89325,0,2.23249,0
33.08,500.0,242.9483,10.60298,485.00189,1.60095,14.4255,9216.25168,4.80626,485.00189,1.60095,21.89325,0,2.23249,0
33.09,500.0,242.90396,10.60138,485.14623,1.60154,14.43334,9221.10242,4.80699,485.14623,1.60154,21.89325,0,2.23249,0
33.1,500.0,242.85954,10.59978,485.29064,1.60213,14.44119,9225.9546,4.80771,485.29064,1.60213,21.89325,0,2.23249,0
33.11,500.0,242.81506,10.59817,485.43513,1.60271,14.44904,9230.80823,4.80844,485.43513,1.60271,21.89325,0,2.23249,0
33.12,500.0,242.77051,10.59657,485.5797,1.6033,14.45691,9235.6633,4.80917,485.5797,1.6033,21.89325,0,2.23249,0
33.13,500.0,242.72589,10.59497,485.72434,1.60389,14.46478,9240.51982,4.8099,485.72434,1.60389,21.89325,0,2.23249,0
33.14,500.0,242.68121,10.59337,485.86907,1.60448,14.47267,9245.37779,4.81062,485.86907,1.60448,21.89325,0,2.23249,0
33.15,500.0,242.63645,10.59176,486.01388,1.60507,14.48056,9250.23721,4.81135,486.01388,1.60507,21.89325,0,2.23249,0
33.16,500.0,242.59162,10.59016,486.15876,1.60566,14.48846,9255.09807,4.81208,486.15876,1.60566,21.89325,0,2.23249,0
33.17,500.0,242.54672,10.58856,486.30373,1.60625,14.49637,9259.96038,4.81281,486.30373,1.60625,21.89325,0,2.23249,0
33.18,500.0,242.50176,10.58695,486.44877,1.60684,14.50429,9264.82414,4.81354,486.44877,1.60684,21.89325,0,2.23249,0
33.19,500.0,242.45672,10.58535,486.59389,1.60743,14.51222,9269.68936,4.81426,486.59389,1.60743,21.89325,0,2.23249,0
33.2,500.0,242.41162,10.58375,486.73909,1.60802,14.52016,9274.55602,4.81499,486.73909,1.60802,21.89325,0,2.23249,0
33.21,500.0,242.36644,10.58215,486.88437,1.60861,14.5281,9279.42414,4.81572,486.88437,1.60861,21.89325,0,2.23249,0
33.22,500.0,242.3212,10.58054,487.02973,1.6092,14.53606,9284.29371,4.81645,487.02973,1.6092,21.89325,0,2.23249,0
33.23,500.0,242.27588,10.57894,487.17517,1.60979,14.54402,9289.16474,4.81718,487.17517,1.60979,21.89325,0,2.23249,0
33.24,500.0,242.2305,10.57734,487.32069,1.61039,14.552,9294.03721,4.81791,487.32069,1.61039,21.89325,0,2.23249,0
33.25,500.0,242.18505,10.57574,487.46629,1.61098,14.55998,9298.91115,4.81864,487.46629,1.61098,21.89325,0,2.23249,0
33.26,500.0,242.13953,10.57413,487.61197,1.61157,14.56797,9303.78654,4.81937,487.61197,1.61157,21.89325,0,2.23249,0
33.27,500.0,242.09394,10.57253,487.75773,1.61217,14.57597,9308.66339,4.8201,487.75773,1.61217,21.89325,0,2.23249,0
33.28,500.0,242.04827,10.57093,487.90357,1.61276,14.58398,9313.5417,4.82083,487.90357,1.61276,21.89325,0,2.23249,0
33.29,500.0,242.00254,10.56932,488.04949,1.61336,14.592,9318.42146,4.82156,488.04949,1.61336,21.89325,0,2.23249,0
33.3,500.0,241.95674,10.56772,488.19549,1.61395,14.60002,9323.30269,4.82229,488.19549,1.61395,21.89325,0,2.23249,0
33.31,500.0,241.91087,10.56612,488.34157,1.61455,14.60806,9328.18537,4.82303,488.34157,1.61455,21.89325,0,2.23249,0
33.32,500.0,241.86493,10.56452,488.48773,1.61514,14.61611,9333.06952,4.82376,488.48773,1.61514,21.89325,0,2.23249,0
33.33,500.0,241.81892,10.56291,488.63398,1.61574,14.62416,9337.95513,4.82449,488.63398,1.61574,21.89325,0,2.23249,0
33.34,500.0,241.77284,10.56131,488.7803,1.61633,14.63222,9342.8422,4.82522,488.7803,1.61633,21.89325,0,2.23249,0
33.35,500.0,241.72669,10.55971,488.9267,1.61693,14.6403,9347.73073,4.82595,488.9267,1.61693,21.89325,0,2.23249,0
33.36,500.0,241.68048,10.5581,489.07318,1.61753,14.64838,9352.62073,4.82669,489.07318,1.61753,21.89325,0,2.23249,0
33.37,500.0,241.63419,10.5565,489.21975,1.61813,14.65647,9357.5122,4.82742,489.21975,1.61813,21.89325,0,2.23249,0
33.38,500.0,241.58783,10.5549,489.3664,1.61872,14.66457,9362.40513,4.82815,489.3664,1.61872,21.89325,0,2.23249,0
33.39,500.0,241.5414,10.5533,489.51312,1.61932,14.67268,9367.29953,4.82889,489.51312,1.61932,21.89325,0,2.23249,0
33.4,500.0,241.4949,10.55169,489.65993,1.61992,14.68079,9372.19539,4.82962,489.65993,1.61992,21.89325,0,2.23249,0
33.41,500.0,241.44833,10.55009,489.80682,1.62052,14.68892,9377.09272,4.83035,489.80682,1.62052,21.89325,0,2.23249,0
33.42,500.0,241.4017,10.54849,489.95379,1.62112,14.69706,9381.99153,4.83109,489.95379,1.62112,21.89325,0,2.23249,0
33.43,500.0,241.35499,10.54689,490.10084,1.62172,14.7052,9386.8918,4.83182,490.10084,1.62172,21.89325,0,2.23249,0
33.44,500.0,241.30821,10.54528,490.24798,1.62232,14.71335,9391.79354,4.83255,490.24798,1.62232,21.89325,0,2.23249,0
33.45,500.0,241.26136,10.54368,490.39519,1.62292,14.72152,9396.69676,4.83329,490.39519,1.62292,21.89325,0,2.23249,0
33.46,500.0,241.21444,10.54208,490.54249,1.62352,14.72969,9401.60145,4.83402,490.54249,1.62352,21.89325,0,2.23249,0
33.47,500.0,241.16746,10.54047,490.68987,1.62412,14.73787,9406.50761,4.83476,490.68987,1.62412,21.89325,0,2.23249,0
33.48,500.0,241.1204,10.53887,490.83733,1.62472,14.74606,9411.41525,4.83549,490.83733,1.62472,21.89325,0,2.23249,0
33.49,500.0,241.07327,10.53727,490.98487,1.62533,14.75426,9416.32436,4.83623,490.98487,1.62533,21.89325,0,2.23249,0
33.5,500.0,241.02607,10.53567,491.13249,1.62593,14.76247,9421.23494,4.83696,491.13249,1.62593,21.89325,0,2.23249,0
33.51,500.0,240.97881,10.53406,491.2802,1.62653,14.77069,9426.14701,4.8377,491.2802,1.62653,21.89325,0,2.23249,0
33.52,500.0,240.93147,10.53246,491.42799,1.62714,14.77892,9431.06055,4.83844,491.42799,1.62714,21.89325,0,2.23249,0
33.53,500.0,240.88406,10.53086,491.57586,1.62774,14.78715,9435.97557,4.83917,491.57586,1.62774,21.89325,0,2.23249,0
33.54,500.0,240.83658,10.52925,491.72382,1.62834,14.7954,9440.89207,4.83991,491.72382,1.62834,21.89325,0,2.23249,0
33.55,500.0,240.78903,10.52765,491.87185,1.62895,14.80365,9445.81004,4.84065,491.87185,1.62895,21.89325,0,2.23249,0
33.56,500.0,240.74141,10.52605,492.01997,1.62955,14.81192,9450.7295,4.84138,492.01997,1.62955,21.89325,0,2.23249,0
33.57,500.0,240.69372,10.52445,492.16817,1.63016,14.82019,9455.65044,4.84212,492.16817,1.63016,21.89325,0,2.23249,0
33.58,500.0,240.64596,10.52284,492.31646,1.63077,14.82847,9460.57287,4.84286,492.31646,1.63077,21.89325,0,2.23249,0
33.59,500.0,240.59813,10.52124,492.46483,1.63137,14.83676,9465.49677,4.8436,492.46483,1.63137,21.89325,0,2.23249,0
33.6,500.0,240.55023,10.51964,492.61328,1.63198,14.84506,9470.42216,4.84433,492.61328,1.63198,21.89325,0,2.23249,0
33.61,500.0,240.50226,10.51804,492.76181,1.63259,14.85337,9475.34904,4.84507,492.76181,1.63259,21.89325,0,2.23249,0
33.62,500.0,240.45422,10.51643,492.91043,1.63319,14.86169,9480.2774,4.84581,492.91043,1.63319,21.89325,0,2.23249,0
33.63,500.0,240.40611,10.51483,493.05913,1.6338,14.87002,9485.20725,4.84655,493.05913,1.6338,21.89325,0,2.23249,0
33.64,500.0,240.35793,10.51323,493.20791,1.63441,14.87836,9490.13858,4.84729,493.20791,1.63441,21.89325,0,2.23249,0
33.65,500.0,240.30968,10.51162,493.35678,1.63502,14.88671,9495.07141,4.84803,493.35678,1.63502,21.89325,0,2.23249,0
33.66,500.0,240.26136,10.51002,493.50573,1.63563,14.89506,9500.00572,4.84877,493.50573,1.63563,21.89325,0,2.23249,0
33.67,500.0,240.21296,10.50842,493.65476,1.63624,14.90343,9504.94152,4.8495,493.65476,1.63624,21.89325,0,2.23249,0
33.68,500.0,240.1645,10.50682,493.80388,1.63685,14.9118,9509.87882,4.85024,493.80388,1.63685,21.89325,0,2.23249,0
33.69,500.0,240.11597,10.50521,493.95308,1.63746,14.92018,9514.8176,4.85098,493.95308,1.63746,21.89325,0,2.23249,0
33.7,500.0,240.06736,10.50361,494.10237,1.63807,14.92858,9519.75788,4.85172,494.10237,1.63807,21.89325,0,2.23249,0
33.71,500.0,240.01869,10.50201,494.25174,1.63868,14.93698,9524.69965,4.85246,494.25174,1.63868,21.89325,0,2.23249,0
33.72,500.0,239.96994,10.5004,494.40119,1.63929,14.94539,9529.64291,4.85321,494.40119,1.63929,21.89325,0,2.23249,0
33.73,500.0,239.92113,10.4988,494.55073,1.6399,14.95381,9534.58767,4.85395,494.55073,1.6399,21.89325,0,2.23249,0
33.74,500.0,239.87224,10.4972,494.70035,1.64052,14.96224,9539.53393,4.85469,494.70035,1.64052,21.89325,0,2.23249,0
33.75,500.0,239.82328,10.4956,494.85006,1.64113,14.97068,9544.48168,4.85543,494.85006,1.64113,21.89325,0,2.23249,0
33.76,500.0,239.77425,10.49399,494.99985,1.64174,14.97913,9549.43093,4.85617,494.99985,1.64174,21.89325,0,2.23249,0
33.77,500.0,239.72515,10.49239,495.14973,1.64236,14.98759,9554.38168,4.85691,495.14973,1.64236,21.89325,0,2.23249,0
33.78,500.0,239.67598,10.49079,495.29969,1.64297,14.99606,9559.33392,4.85765,495.29969,1.64297,21.89325,0,2.23249,0
33.79,500.0,239.62674,10.48919,495.44973,1.64358,15.00453,9564.28767,4.8584,495.44973,1.64358,21.89325,0,2.23249,0
33.8,500.0,239.57743,10.48758,495.59986,1.6442,15.01302,9569.24292,4.85914,495.59986,1.6442,21.89325,0,2.23249,0
33.81,500.0,239.52805,10.48598,495.75008,1.64482,15.02152,9574.19967,4.85988,495.75008,1.64482,21.89325,0,2.23249,0
33.82,500.0,239.4786,10.48438,495.90038,1.64543,15.03002,9579.15792,4.86062,495.90038,1.64543,21.89325,0,2.23249,0
33.83,500.0,239.42908,10.48277,496.05076,1.64605,15.03853,9584.11768,4.86137,496.05076,1.64605,21.89325,0,2.23249,0
33.84,500.0,239.37948,10.48117,496.20123,1.64666,15.04706,9589.07894,4.86211,496.20123,1.64666,21.89325,0,2.23249,0
33.85,500.0,239.32982,10.47957,496.35179,1.64728,15.05559,9594.0417,4.86285,496.35179,1.64728,21.89325,0,2.23249,0
33.86,500.0,239.28008,10.47797,496.50243,1.6479,15.06413,9599.00597,4.8636,496.50243,1.6479,21.89325,0,2.23249,0
33.87,500.0,239.23027,10.47636,496.65316,1.64852,15.07268,9603.97175,4.86434,496.65316,1.64852,21.89325,0,2.23249,0
33.88,500.0,239.18039,10.47476,496.80397,1.64913,15.08125,9608.93904,4.86509,496.80397,1.64913,21.89325,0,2.23249,0
33.89,500.0,239.13045,10.47316,496.95487,1.64975,15.08982,9613.90783,4.86583,496.95487,1.64975,21.89325,0,2.23249,0
33.9,500.0,239.08043,10.47155,497.10585,1.65037,15.0984,9618.87814,4.86657,497.10585,1.65037,21.89325,0,2.23249,0
33.91,500.0,239.03033,10.46995,497.25692,1.65099,15.10699,9623.84995,4.86732,497.25692,1.65099,21.89325,0,2.23249,0
33.92,500.0,238.98017,10.46835,497.40808,1.65161,15.11558,9628.82327,4.86806,497.40808,1.65161,21.89325,0,2.23249,0
33.93,500.0,238.92994,10.46675,497.55932,1.65223,15.12419,9633.79811,4.86881,497.55932,1.65223,21.89325,0,2.23249,0
33.94,500.0,238.87963,10.46514,497.71065,1.65285,15.13281,9638.77446,4.86956,497.71065,1.65285,21.89325,0,2.23249,0
33.95,500.0,238.82926,10.46354,497.86206,1.65347,15.14144,9643.75232,4.8703,497.86206,1.65347,21.89325,0,2.23249,0
33.96,500.0,238.77881,10.46194,498.01356,1.65409,15.15007,9648.7317,4.87105,498.01356,1.65409,21.89325,0,2.23249,0
33.97,500.0,238.72829,10.46034,498.16515,1.65472,15.15872,9653.7126,4.87179,498.16515,1.65472,21.89325,0,2.23249,0
33.98,500.0,238.67771,10.45873,498.31682,1.65534,15.16737,9658.69501,4.87254,498.31682,1.65534,21.89325,0,2.23249,0
33.99,500.0,238.62705,10.45713,498.46858,1.65596,15.17604,9663.67893,4.87329,498.46858,1.65596,21.89325,0,2.23249,0
34.0,500.0,238.57631,10.45553,498.62043,1.65659,15.18471,9668.66438,4.87403,498.62043,1.65659,21.89325,0,2.23249,0
34.01,500.0,238.52551,10.45392,498.77237,1.65721,15.1934,9673.65134,4.87478,498.77237,1.65721,21.89325,0,2.23249,0
34.02,500.0,238.47464,10.45232,498.92439,1.65783,15.20209,9678.63983,4.87553,498.92439,1.65783,21.89325,0,2.23249,0
34.03,500.0,238.42369,10.45072,499.07649,1.65846,15.21079,9683.62983,4.87628,499.07649,1.65846,21.89325,0,2.23249,0
34.04,500.0,238.37267,10.44912,499.22869,1.65908,15.2195,9688.62136,4.87702,499.22869,1.65908,21.89325,0,2.23249,0
34.05,500.0,238.32159,10.44751,499.38097,1.65971,15.22823,9693.6144,4.87777,499.38097,1.65971,21.89325,0,2.23249,0
34.06,500.0,238.27043,10.44591,499.53334,1.66033,15.23696,9698.60898,4.87852,499.53334,1.66033,21.89325,0,2.23249,0
34.07,500.0,238.21919,10.44431,499.6858,1.66096,15.2457,9703.60507,4.87927,499.6858,1.66096,21.89325,0,2.23249,0
34.08,500.0,238.16789,10.4427,499.83834,1.66159,15.25445,9708.60269,4.88002,499.83834,1.66159,21.89325,0,2.23249,0
34.09,500.0,238.11652,10.4411,499.99097,1.66221,15.26321,9713.60184,4.88077,499.99097,1.66221,21.89325,0,2.23249,0
34.1,500.0,238.06507,10.4395,500.14369,1.66284,15.27198,9718.60251,4.88152,500.14369,1.66284,21.89325,0,2.23249,0
34.11,500.0,238.01356,10.4379,500.2965,1.66347,15.28076,9723.60471,4.88226,500.2965,1.66347,21.89325,0,2.23249,0
34.12,500.0,237.96197,10.43629,500.4494,1.6641,15.28954,9728.60844,4.88301,500.4494,1.6641,21.89325,0,2.23249,0
34.13,500.0,237.91031,10.43469,500.60238,1.66473,15.29834,9733.6137,4.88376,500.60238,1.66473,21.89325,0,2.23249,0
34.14,500.0,237.85857,10.43309,500.75545,1.66536,15.30715,9738.62049,4.88451,500.75545,1.66536,21.89325,0,2.23249,0
34.15,500.0,237.80677,10.43149,500.90861,1.66599,15.31597,9743.62881,4.88526,500.90861,1.66599,21.89325,0,2.23249,0
34.16,500.0,237.7549,10.42988,501.06186,1.66662,15.32479,9748.63866,4.88602,501.06186,1.66662,21.89325,0,2.23249,0
34.17,500.0,237.70295,10.42828,501.2152,1.66725,15.33363,9753.65005,4.88677,501.2152,1.66725,21.89325,0,2.23249,0
34.18,500.0,237.65093,10.42668,501.36862,1.66788,15.34248,9758.66297,4.88752,501.36862,1.66788,21.89325,0,2.23249,0
34.19,500.0,237.59884,10.42507,501.52213,1.66851,15.35133,9763.67742,4.88827,501.52213,1.66851,21.89325,0,2.23249,0
34.2,500.0,237.54668,10.42347,501.67574,1.66914,15.3602,9768.69341,4.88902,501.67574,1.66914,21.89325,0,2.23249,0
34.21,500.0,237.49444,10.42187,501.82943,1.66977,15.36907,9773.71094,4.88977,501.82943,1.66977,21.89325,0,2.23249,0
34.22,500.0,237.44214,10.42027,501.98321,1.6704,15.37796,9778.73,4.89052,501.98321,1.6704,21.89325,0,2.23249,0
34.23,500.0,237.38976,10.41866,502.13708,1.67104,15.38685,9783.7506,4.89128,502.13708,1.67104,21.89325,0,2.23249,0
34.24,500.0,237.33731,10.41706,502.29103,1.67167,15.39575,9788.77274,4.89203,502.29103,1.67167,21.89325,0,2.23249,0
34.25,500.0,237.28479,10.41546,502.44508,1.67231,15.40467,9793.79642,4.89278,502.44508,1.67231,21.89325,0,2.23249,0
34.26,500.0,237.23219,10.41385,502.59922,1.67294,15.41359,9798.82164,4.89353,502.59922,1.67294,21.89325,0,2.23249,0
34.27,500.0,237.17953,10.41225,502.75344,1.67357,15.42252,9803.84841,4.89429,502.75344,1.67357,21.89325,0,2.23249,0
34.28,500.0,237.12679,10.41065,502.90776,1.67421,15.43146,9808.87671,4.89504,502.90776,1.67421,21.89325,0,2.23249,0
34.29,500.0,237.07398,10.40905,503.06216,1.67485,15.44041,9813.90656,4.89579,503.06216,1.67485,21.89325,0,2.23249,0
34.3,500.0,237.0211,10.40744,503.21665,1.67548,15.44938,9818.93796,4.89655,503.21665,1.67548,21.89325,0,2.23249,0
34.31,500.0,236.96815,10.40584,503.37124,1.67612,15.45835,9823.9709,4.8973,503.37124,1.67612,21.89325,0,2.23249,0
34.32,500.0,236.91512,10.40424,503.52591,1.67676,15.46733,9829.00538,4.89806,503.52591,1.67676,21.89325,0,2.23249,0
34.33,500.0,236.86202,10.40264,503.68067,1.67739,15.47632,9834.04142,4.89881,503.68067,1.67739,21.89325,0,2.23249,0
34.34,500.0,236.80885,10.40103,503.83553,1.67803,15.48532,9839.079,4.89957,503.83553,1.67803,21.89325,0,2.23249,0
34.35,500.0,236.75561,10.39943,503.99047,1.67867,15.49433,9844.11813,4.90032,503.99047,1.67867,21.89325,0,2.23249,0
34.36,500.0,236.7023,10.39783,504.1455,1.67931,15.50335,9849.15881,4.90108,504.1455,1.67931,21.89325,0,2.23249,0
34.37,500.0,236.64891,10.39622,504.30063,1.67995,15.51238,9854.20104,4.90183,504.30063,1.67995,21.89325,0,2.23249,0
34.38,500.0,236.59545,10.39462,504.45584,1.68059,15.52142,9859.24482,4.90259,504.45584,1.68059,21.89325,0,2.23249,0
34.39,500.0,236.54192,10.39302,504.61115,1.68123,15.53047,9864.29015,4.90334,504.61115,1.68123,21.89325,0,2.23249,0
34.4,500.0,236.48832,10.39142,504.76654,1.68187,15.53952,9869.33704,4.9041,504.76654,1.68187,21.89325,0,2.23249,0
34.41,500.0,236.43464,10.38981,504.92203,1.68251,15.54859,9874.38549,4.90486,504.92203,1.68251,21.89325,0,2.23249,0
34.42,500.0,236.38089,10.38821,505.0776,1.68315,15.55767,9879.43548,4.90561,505.0776,1.68315,21.89325,0,2.23249,0
34.43,500.0,236.32707,10.38661,505.23327,1.68379,15.56676,9884.48704,4.90637,505.23327,1.68379,21.89325,0,2.23249,0
34.44,500.0,236.27318,10.385,505.38903,1.68443,15.57586,9889.54015,4.90713,505.38903,1.68443,21.89325,0,2.23249,0
34.45,500.0,236.21921,10.3834,505.54488,1.68508,15.58496,9894.59482,4.90788,505.54488,1.68508,21.89325,0,2.23249,0
34.46,500.0,236.16517,10.3818,505.70082,1.68572,15.59408,9899.65105,4.90864,505.70082,1.68572,21.89325,0,2.23249,0
34.47,500.0,236.11106,10.3802,505.85685,1.68636,15.60321,9904.70884,4.9094,505.85685,1.68636,21.89325,0,2.23249,0
34.48,500.0,236.05688,10.37859,506.01298,1.68701,15.61235,9909.76818,4.91016,506.01298,1.68701,21.89325,0,2.23249,0
34.49,500.0,236.00263,10.37699,506.16919,1.68765,15.62149,9914.8291,4.91092,506.16919,1.68765,21.89325,0,2.23249,0
34.5,500.0,235.9483,10.37539,506.3255,1.6883,15.63065,9919.89157,4.91167,506.3255,1.6883,21.89325,0,2.23249,0
34.51,500.0,235.8939,10.37379,506.4819,1.68894,15.63981,9924.95561,4.91243,506.4819,1.68894,21.89325,0,2.23249,0
34.52,500.0,235.83942,10.37218,506.63839,1.68959,15.64899,9930.02121,4.91319,506.63839,1.68959,21.89325,0,2.23249,0
34.53,500.0,235.78488,10.37058,506.79497,1.69024,15.65818,9935.08837,4.91395,506.79497,1.69024,21.89325,0,2.23249,0
34.54,500.0,235.73026,10.36898,506.95164,1.69088,15.66737,9940.15711,4.91471,506.95164,1.69088,21.89325,0,2.23249,0
34.55,500.0,235.67557,10.36737,507.10841,1.69153,15.67658,9945.22741,4.91547,507.10841,1.69153,21.89325,0,2.23249,0
34.56,500.0,235.6208,10.36577,507.26526,1.69218,15.68579,9950.29928,4.91623,507.26526,1.69218,21.89325,0,2.23249,0
34.57,500.0,235.56597,10.36417,507.42221,1.69283,15.69502,9955.37271,4.91699,507.42221,1.69283,21.89325,0,2.23249,0
34.58,500.0,235.51106,10.36257,507.57926,1.69347,15.70425,9960.44772,4.91775,507.57926,1.69347,21.89325,0,2.23249,0
34.59,500.0,235.45607,10.36096,507.73639,1.69412,15.7135,9965.5243,4.91851,507.73639,1.69412,21.89325,0,2.23249,0
34.6,500.0,235.40102,10.35936,507.89362,1.69477,15.72275,9970.60245,4.91927,507.89362,1.69477,21.89325,0,2.23249,0
34.61,500.0,235.34589,10.35776,508.05094,1.69542,15.73202,9975.68217,4.92003,508.05094,1.69542,21.89325,0,2.23249,0
34.62,500.0,235.29069,10.35615,508.20835,1.69607,15.74129,9980.76347,4.92079,508.20835,1.69607,21.89325,0,2.23249,0
34.63,500.0,235.23541,10.35455,508.36586,1.69672,15.75058,9985.84634,4.92156,508.36586,1.69672,21.89325,0,2.23249,0
34.64,500.0,235.18007,10.35295,508.52346,1.69737,15.75987,9990.93079,4.92232,508.52346,1.69737,21.89325,0,2.23249,0
34.65,500.0,235.12465,10.35135,508.68115,1.69803,15.76918,9996.01681,4.92308,508.68115,1.69803,21.89325,0,2.23249,0
34.66,500.0,235.06915,10.34974,508.83893,1.69868,15.77849,10001.10441,4.92384,508.83893,1.69868,21.89325,0,2.23249,0
34.67,500.0,235.01359,10.34814,508.99681,1.69933,15.78782,10006.19359,4.92461,508.99681,1.69933,21.89325,0,2.23249,0
34.68,500.0,234.95795,10.34654,509.15478,1.69998,15.79715,10011.28435,4.92537,509.15478,1.69998,21.89325,0,2.23249,0
34.69,500.0,234.90223,10.34494,509.31285,1.70064,15.8065,10016.37668,4.92613,509.31285,1.70064,21.89325,0,2.23249,0
34.7,500.0,234.84645,10.34333,509.47101,1.70129,15.81585,10021.4706,4.92689,509.47101,1.70129,21.89325,0,2.23249,0
34.71,500.0,234.79059,10.34173,509.62926,1.70195,15.82522,10026.5661,4.92766,509.62926,1.70195,21.89325,0,2.23249,0
34.72,500.0,234.73466,10.34013,509.78761,1.7026,15.83459,10031.66319,4.92842,509.78761,1.7026,21.89325,0,2.23249,0
