t,Fthrust,Fdrag,m,v,Mach,a,altitude,twr,maxV,maxMach,maxAcc,minAcc,maxG,minG
21.69,500.0,247.96094,12.42855,352.22457,1.0917,10.46974,4490.84526,4.10038,352.22457,1.0917,21.89325,0,2.23249,0
21.7,500.0,248.00207,12.42695,352.32926,1.09207,10.46904,4494.36803,4.10091,352.32926,1.09207,21.89325,0,2.23249,0
21.71,500.0,248.04309,12.42534,352.43395,1.09245,10.46835,4497.89185,4.10144,352.43395,1.09245,21.89325,0,2.23249,0
21.72,500.0,248.08402,12.42374,352.53862,1.09282,10.46766,4501.41671,4.10197,352.53862,1.09282,21.89325,0,2.23249,0
21.73,500.0,248.12485,12.42214,352.64329,1.09319,10.46698,4504.94262,4.1025,352.64329,1.09319,21.89325,0,2.23249,0
21.74,500.0,248.16558,12.42054,352.74796,1.09357,10.46631,4508.46957,4.10303,352.74796,1.09357,21.89325,0,2.23249,0
21.75,500.0,248.20621,12.41893,352.85261,1.09394,10.46565,4511.99758,4.10356,352.85261,1.09394,21.89325,0,2.23249,0
21.76,500.0,248.24675,12.41733,352.95726,1.09431,10.46499,4515.52663,4.10409,352.95726,1.09431,21.89325,0,2.23249,0
21.77,500.0,248.28718,12.41573,353.06191,1.09468,10.46435,4519.05672,4.10462,353.06191,1.09468,21.89325,0,2.23249,0
21.78,500.0,248.32752,12.41412,353.16654,1.09506,10.46371,4522.58787,4.10515,353.16654,1.09506,21.89325,0,2.23249,0
21.79,500.0,248.36776,12.41252,353.27117,1.09543,10.46308,4526.12005,4.10568,353.27117,1.09543,21.89325,0,2.23249,0
21.8,500.0,248.4079,12.41092,353.3758,1.0958,10.46245,4529.65329,4.10621,353.3758,1.0958,21.89325,0,2.23249,0
21.81,500.0,248.44794,12.40932,353.48042,1.09618,10.46184,4533.18757,4.10674,353.48042,1.09618,21.89325,0,2.23249,0
21.82,500.0,248.48788,12.40771,353.58503,1.09655,10.46123,4536.7229,4.10727,353.58503,1.09655,21.89325,0,2.23249,0
21.83,500.0,248.52773,12.40611,353.68964,1.09692,10.46063,4540.25927,4.1078,353.68964,1.09692,21.89325,0,2.23249,0
21.84,500.0,248.56747,12.40451,353.79424,1.09729,10.46003,4543.79669,4.10833,353.79424,1.09729,21.89325,0,2.23249,0
21.85,500.0,248.60712,12.4029,353.89883,1.09767,10.45945,4547.33516,4.10886,353.89883,1.09767,21.89325,0,2.23249,0
21.86,500.0,248.64667,12.4013,354.00342,1.09804,10.45887,4550.87467,4.10939,354.00342,1.09804,21.89325,0,2.23249,0
21.87,500.0,248.68612,12.3997,354.108,1.09841,10.4583,4554.41522,4.10992,354.108,1.09841,21.89325,0,2.23249,0
21.88,500.0,248.72548,12.3981,354.21258,1.09879,10.45774,4557.95683,4.11045,354.21258,1.09879,21.89325,0,2.23249,0
21.89,500.0,248.76474,12.39649,354.31715,1.09916,10.45719,4561.49947,4.11099,354.31715,1.09916,21.89325,0,2.23249,0
21.9,500.0,248.8039,12.39489,354.42172,1.09953,10.45664,4565.04317,4.11152,354.42172,1.09953,21.89325,0,2.23249,0
21.91,500.0,248.84296,12.39329,354.52628,1.09991,10.4561,4568.58791,4.11205,354.52628,1.09991,21.89325,0,2.23249,0
21.92,500.0,248.88192,12.39168,354.63083,1.10028,10.45557,4572.13369,4.11258,354.63083,1.10028,21.89325,0,2.23249,0
21.93,500.0,248.92079,12.39008,354.73539,1.10065,10.45505,4575.68053,4.11311,354.73539,1.10065,21.89325,0,2.23249,0
21.94,500.0,248.95956,12.38848,354.83993,1.10103,10.45453,4579.2284,4.11364,354.83993,1.10103,21.89325,0,2.23249,0
21.95,500.0,248.99823,12.38688,354.94447,1.1014,10.45402,4582.77732,4.11418,354.94447,1.1014,21.89325,0,2.23249,0
21.96,500.0,249.0368,12.38527,355.04901,1.10177,10.45352,4586.32729,4.11471,355.04901,1.10177,21.89325,0,2.23249,0
21.97,500.0,249.07528,12.38367,355.15354,1.10215,10.45303,4589.8783,4.11524,355.15354,1.10215,21.89325,0,2.23249,0
21.98,500.0,249.11366,12.38207,355.25806,1.10252,10.45255,4593.43036,4.11577,355.25806,1.10252,21.89325,0,2.23249,0
21.99,500.0,249.15194,12.38047,355.36258,1.10289,10.45207,4596.98347,4.11631,355.36258,1.10289,21.89325,0,2.23249,0
22.0,500.0,249.19013,12.37886,355.4671,1.10327,10.4516,4600.53761,4.11684,355.4671,1.10327,21.89325,0,2.23249,0
22.01,500.0,249.22822,12.37726,355.57161,1.10364,10.45114,4604.09281,4.11737,355.57161,1.10364,21.89325,0,2.23249,0
22.02,500.0,249.26621,12.37566,355.67612,1.10402,10.45069,4607.64905,4.11791,355.67612,1.10402,21.89325,0,2.23249,0
22.03,500.0,249.30411,12.37405,355.78062,1.10439,10.45024,4611.20633,4.11844,355.78062,1.10439,21.89325,0,2.23249,0
22.04,500.0,249.34191,12.37245,355.88512,1.10476,10.4498,4614.76466,4.11897,355.88512,1.10476,21.89325,0,2.23249,0
22.05,500.0,249.37961,12.37085,355.98961,1.10514,10.44937,4618.32403,4.11951,355.98961,1.10514,21.89325,0,2.23249,0
22.06,500.0,249.41721,12.36925,356.0941,1.10551,10.44895,4621.88445,4.12004,356.0941,1.10551,21.89325,0,2.23249,0
22.07,500.0,249.45472,12.36764,356.19859,1.10588,10.44853,4625.44591,4.12057,356.19859,1.10588,21.89325,0,2.23249,0
22.08,500.0,249.49213,12.36604,356.30307,1.10626,10.44813,4629.00842,4.12111,356.30307,1.10626,21.89325,0,2.23249,0
22.09,500.0,249.52945,12.36444,356.40754,1.10663,10.44773,4632.57198,4.12164,356.40754,1.10663,21.89325,0,2.23249,0
22.1,500.0,249.56667,12.36283,356.51202,1.10701,10.44733,4636.13657,4.12218,356.51202,1.10701,21.89325,0,2.23249,0
22.11,500.0,249.60379,12.36123,356.61649,1.10738,10.44695,4639.70222,4.12271,356.61649,1.10738,21.89325,0,2.23249,0
22.12,500.0,249.64082,12.35963,356.72095,1.10775,10.44657,4643.2689,4.12325,356.72095,1.10775,21.89325,0,2.23249,0
22.13,500.0,249.67775,12.35803,356.82541,1.10813,10.4462,4646.83664,4.12378,356.82541,1.10813,21.89325,0,2.23249,0
22.14,500.0,249.71459,12.35642,356.92987,1.1085,10.44584,4650.40541,4.12432,356.92987,1.1085,21.89325,0,2.23249,0
22.15,500.0,249.75133,12.35482,357.03433,1.10888,10.44549,4653.97523,4.12485,357.03433,1.10888,21.89325,0,2.23249,0
22.16,500.0,249.78797,12.35322,357.13878,1.10925,10.44514,4657.5461,4.12539,357.13878,1.10925,21.89325,0,2.23249,0
22.17,500.0,249.82452,12.35162,357.24323,1.10963,10.44481,4661.11801,4.12592,357.24323,1.10963,21.89325,0,2.23249,0
22.18,500.0,249.86097,12.35001,357.34767,1.11,10.44447,4664.69096,4.12646,357.34767,1.11,21.89325,0,2.23249,0
22.19,500.0,249.89733,12.34841,357.45211,1.11037,10.44415,4668.26496,4.12699,357.45211,1.11037,21.89325,0,2.23249,0
22.2,500.0,249.93359,12.34681,357.55655,1.11075,10.44384,4671.84,4.12753,357.55655,1.11075,21.89325,0,2.23249,0
22.21,500.0,249.96975,12.3452,357.66099,1.11112,10.44353,4675.41609,4.12806,357.66099,1.11112,21.89325,0,2.23249,0
22.22,500.0,250.00582,12.3436,357.76542,1.1115,10.44323,4678.99322,4.1286,357.76542,1.1115,21.89325,0,2.23249,0
22.23,500.0,250.0418,12.342,357.86985,1.11187,10.44294,4682.5714,4.12914,357.86985,1.11187,21.89325,0,2.23249,0
22.24,500.0,250.07768,12.3404,357.97428,1.11225,10.44265,4686.15062,4.12967,357.97428,1.11225,21.89325,0,2.23249,0
22.25,500.0,250.11346,12.33879,358.0787,1.11262,10.44237,4689.73089,4.13021,358.0787,1.11262,21.89325,0,2.23249,0
22.26,500.0,250.14915,12.33719,358.18312,1.113,10.44211,4693.3122,4.13074,358.18312,1.113,21.89325,0,2.23249,0
22.27,500.0,250.18474,12.33559,358.28754,1.11337,10.44184,4696.89455,4.13128,358.28754,1.11337,21.89325,0,2.23249,0
22.28,500.0,250.22024,12.33398,358.39195,1.11374,10.44159,4700.47795,4.13182,358.39195,1.11374,21.89325,0,2.23249,0
22.29,500.0,250.25564,12.33238,358.49637,1.11412,10.44134,4704.06239,4.13235,358.49637,1.11412,21.89325,0,2.23249,0
22.3,500.0,250.29095,12.33078,358.60078,1.11449,10.4411,4707.64787,4.13289,358.60078,1.11449,21.89325,0,2.23249,0
22.31,500.0,250.32616,12.32918,358.70519,1.11487,10.44087,4711.2344,4.13343,358.70519,1.11487,21.89325,0,2.23249,0
22.32,500.0,250.36128,12.32757,358.80959,1.11524,10.44065,4714.82198,4.13397,358.80959,1.11524,21.89325,0,2.23249,0
22.33,500.0,250.39631,12.32597,358.914,1.11562,10.44043,4718.4106,4.1345,358.914,1.11562,21.89325,0,2.23249,0
22.34,500.0,250.43123,12.32437,359.0184,1.11599,10.44023,4722.00026,4.13504,359.0184,1.11599,21.89325,0,2.23249,0
22.35,500.0,250.46607,12.32277,359.1228,1.11637,10.44003,4725.59096,4.13558,359.1228,1.11637,21.89325,0,2.23249,0
22.36,500.0,250.50081,12.32116,359.2272,1.11674,10.43983,4729.18271,4.13612,359.2272,1.11674,21.89325,0,2.23249,0
22.37,500.0,250.53545,12.31956,359.3316,1.11712,10.43965,4732.77551,4.13666,359.3316,1.11712,21.89325,0,2.23249,0
22.38,500.0,250.57001,12.31796,359.43599,1.11749,10.43947,4736.36935,4.13719,359.43599,1.11749,21.89325,0,2.23249,0
22.39,500.0,250.60446,12.31635,359.54038,1.11787,10.4393,4739.96423,4.13773,359.54038,1.11787,21.89325,0,2.23249,0
22.4,500.0,250.63882,12.31475,359.64478,1.11824,10.43914,4743.56015,4.13827,359.64478,1.11824,21.89325,0,2.23249,0
22.41,500.0,250.67309,12.31315,359.74917,1.11862,10.43898,4747.15712,4.13881,359.74917,1.11862,21.89325,0,2.23249,0
22.42,500.0,250.70727,12.31155,359.85355,1.119,10.43883,4750.75514,4.13935,359.85355,1.119,21.89325,0,2.23249,0
22.43,500.0,250.74135,12.30994,359.95794,1.11937,10.43869,4754.35419,4.13989,359.95794,1.11937,21.89325,0,2.23249,0
22.44,500.0,250.77533,12.30834,360.06233,1.11975,10.43856,4757.9543,4.14043,360.06233,1.11975,21.89325,0,2.23249,0
22.45,500.0,250.80923,12.30674,360.16671,1.12012,10.43844,4761.55544,4.14096,360.16671,1.12012,21.89325,0,2.23249,0
22.46,500.0,250.84302,12.30513,360.27109,1.1205,10.43832,4765.15763,4.1415,360.27109,1.1205,21.89325,0,2.23249,0
22.47,500.0,250.87673,12.30353,360.37548,1.12087,10.43821,4768.76086,4.14204,360.37548,1.12087,21.89325,0,2.23249,0
22.48,500.0,250.91034,12.30193,360.47986,1.12125,10.43811,4772.36514,4.14258,360.47986,1.12125,21.89325,0,2.23249,0
22.49,500.0,250.94386,12.30033,360.58424,1.12162,10.43802,4775.97046,4.14312,360.58424,1.12162,21.89325,0,2.23249,0
22.5,500.0,250.97728,12.29872,360.68862,1.122,10.43793,4779.57682,4.14366,360.68862,1.122,21.89325,0,2.23249,0
22.51,500.0,251.01061,12.29712,360.79299,1.12238,10.43785,4783.18423,4.1442,360.79299,1.12238,21.89325,0,2.23249,0
22.52,500.0,251.04385,12.29552,360.89737,1.12275,10.43778,4786.79268,4.14474,360.89737,1.12275,21.89325,0,2.23249,0
22.53,500.0,251.07699,12.29392,361.00175,1.12313,10.43772,4790.40218,4.14528,361.00175,1.12313,21.89325,0,2.23249,0
22.54,500.0,251.11004,12.29231,361.10613,1.1235,10.43766,4794.01272,4.14582,361.10613,1.1235,21.89325,0,2.23249,0
22.55,500.0,251.143,12.29071,361.2105,1.12388,10.43761,4797.6243,4.14636,361.2105,1.12388,21.89325,0,2.23249,0
22.56,500.0,251.17586,12.28911,361.31488,1.12426,10.43757,4801.23693,4.1469,361.31488,1.12426,21.89325,0,2.23249,0
22.57,500.0,251.20863,12.2875,361.41925,1.12463,10.43754,4804.8506,4.14745,361.41925,1.12463,21.89325,0,2.23249,0
22.58,500.0,251.24131,12.2859,361.52363,1.12501,10.43751,4808.46531,4.14799,361.52363,1.12501,21.89325,0,2.23249,0
22.59,500.0,251.27389,12.2843,361.628,1.12538,10.43749,4812.08107,4.14853,361.628,1.12538,21.89325,0,2.23249,0
22.6,500.0,251.30638,12.2827,361.73238,1.12576,10.43748,4815.69787,4.14907,361.73238,1.12576,21.89325,0,2.23249,0
22.61,500.0,251.33878,12.28109,361.83675,1.12614,10.43748,4819.31572,4.14961,361.83675,1.12614,21.89325,0,2.23249,0
22.62,500.0,251.37109,12.27949,361.94113,1.12651,10.43748,4822.93461,4.15015,361.94113,1.12651,21.89325,0,2.23249,0
22.63,500.0,251.4033,12.27789,362.0455,1.12689,10.43749,4826.55454,4.15069,362.0455,1.12689,21.89325,0,2.23249,0
22.64,500.0,251.43542,12.27628,362.14988,1.12727,10.43751,4830.17552,4.15124,362.14988,1.12727,21.89325,0,2.23249,0
22.65,500.0,251.46745,12.27468,362.25425,1.12764,10.43754,4833.79754,4.15178,362.25425,1.12764,21.89325,0,2.23249,0
22.66,500.0,251.49938,12.27308,362.35863,1.12802,10.43758,4837.4206,4.15232,362.35863,1.12802,21.89325,0,2.23249,0
22.67,500.0,251.53123,12.27148,362.46301,1.12839,10.43762,4841.04471,4.15286,362.46301,1.12839,21.89325,0,2.23249,0
22.68,500.0,251.56298,12.26987,362.56738,1.12877,10.43767,4844.66986,4.1534,362.56738,1.12877,21.89325,0,2.23249,0
22.69,500.0,251.59464,12.26827,362.67176,1.12915,10.43772,4848.29606,4.15395,362.67176,1.12915,21.89325,0,2.23249,0
22.7,500.0,251.6262,12.26667,362.77614,1.12952,10.43779,4851.9233,4.15449,362.77614,1.12952,21.89325,0,2.23249,0
22.71,500.0,251.65767,12.26507,362.88052,1.1299,10.43786,4855.55158,4.15503,362.88052,1.1299,21.89325,0,2.23249,0
22.72,500.0,251.68906,12.26346,362.9849,1.13028,10.43794,4859.18091,4.15558,362.9849,1.13028,21.89325,0,2.23249,0
22.73,500.0,251.72035,12.26186,363.08928,1.13066,10.43803,4862.81128,4.15612,363.08928,1.13066,21.89325,0,2.23249,0
22.74,500.0,251.75154,12.26026,363.19366,1.13103,10.43812,4866.44269,4.15666,363.19366,1.13103,21.89325,0,2.23249,0
22.75,500.0,251.78265,12.25865,363.29804,1.13141,10.43823,4870.07515,4.1572,363.29804,1.13141,21.89325,0,2.23249,0
22.76,500.0,251.81366,12.25705,363.40242,1.13179,10.43834,4873.70866,4.15775,363.40242,1.13179,21.89325,0,2.23249,0
22.77,500.0,251.84458,12.25545,363.50681,1.13216,10.43845,4877.3432,4.15829,363.50681,1.13216,21.89325,0,2.23249,0
22.78,500.0,251.87541,12.25385,363.61119,1.13254,10.43858,4880.97879,4.15884,363.61119,1.13254,21.89325,0,2.23249,0
22.79,500.0,251.90615,12.25224,363.71558,1.13292,10.43871,4884.61543,4.15938,363.71558,1.13292,21.89325,0,2.23249,0
22.8,500.0,251.9368,12.25064,363.81997,1.1333,10.43885,4888.2531,4.15992,363.81997,1.1333,21.89325,0,2.23249,0
22.81,500.0,251.96735,12.24904,363.92436,1.13367,10.439,4891.89183,4.16047,363.92436,1.13367,21.89325,0,2.23249,0
22.82,500.0,251.99782,12.24743,364.02875,1.13405,10.43915,4895.53159,4.16101,364.02875,1.13405,21.89325,0,2.23249,0
22.83,500.0,252.02819,12.24583,364.13314,1.13443,10.43932,4899.1724,4.16156,364.13314,1.13443,21.89325,0,2.23249,0
22.84,500.0,252.05847,12.24423,364.23754,1.1348,10.43949,4902.81425,4.1621,364.23754,1.1348,21.89325,0,2.23249,0
22.85,500.0,252.08866,12.24263,364.34193,1.13518,10.43966,4906.45715,4.16265,364.34193,1.13518,21.89325,0,2.23249,0
22.86,500.0,252.11876,12.24102,364.44633,1.13556,10.43985,4910.10109,4.16319,364.44633,1.13556,21.89325,0,2.23249,0
22.87,500.0,252.14877,12.23942,364.55073,1.13594,10.44004,4913.74608,4.16374,364.55073,1.13594,21.89325,0,2.23249,0
22.88,500.0,252.17868,12.23782,364.65514,1.13632,10.44024,4917.39211,4.16428,364.65514,1.13632,21.89325,0,2.23249,0
22.89,500.0,252.20851,12.23622,364.75954,1.13669,10.44045,4921.03918,4.16483,364.75954,1.13669,21.89325,0,2.23249,0
22.9,500.0,252.23824,12.23461,364.86395,1.13707,10.44066,4924.6873,4.16537,364.86395,1.13707,21.89325,0,2.23249,0
22.91,500.0,252.26789,12.23301,364.96836,1.13745,10.44089,4928.33646,4.16592,364.96836,1.13745,21.89325,0,2.23249,0
22.92,500.0,252.29744,12.23141,365.07277,1.13783,10.44112,4931.98666,4.16646,365.07277,1.13783,21.89325,0,2.23249,0
22.93,500.0,252.3269,12.2298,365.17718,1.13821,10.44135,4935.63791,4.16701,365.17718,1.13821,21.89325,0,2.23249,0
22.94,500.0,252.35627,12.2282,365.2816,1.13858,10.4416,4939.29021,4.16756,365.2816,1.13858,21.89325,0,2.23249,0
22.95,500.0,252.38555,12.2266,365.38601,1.13896,10.44185,4942.94355,4.1681,365.38601,1.13896,21.89325,0,2.23249,0
22.96,500.0,252.41474,12.225,365.49044,1.13934,10.44211,4946.59793,4.16865,365.49044,1.13934,21.89325,0,2.23249,0
22.97,500.0,252.44384,12.22339,365.59486,1.13972,10.44238,4950.25336,4.1692,365.59486,1.13972,21.89325,0,2.23249,0
22.98,500.0,252.47285,12.22179,365.69929,1.1401,10.44265,4953.90983,4.16974,365.69929,1.1401,21.89325,0,2.23249,0
22.99,500.0,252.50177,12.22019,365.80372,1.14047,10.44294,4957.56734,4.17029,365.80372,1.14047,21.89325,0,2.23249,0
23.0,500.0,252.5306,12.21858,365.90815,1.14085,10.44323,4961.2259,4.17084,365.90815,1.14085,21.89325,0,2.23249,0
23.01,500.0,252.55933,12.21698,366.01258,1.14123,10.44352,4964.8855,4.17138,366.01258,1.14123,21.89325,0,2.23249,0
23.02,500.0,252.58798,12.21538,366.11702,1.14161,10.44383,4968.54615,4.17193,366.11702,1.14161,21.89325,0,2.23249,0
23.03,500.0,252.61654,12.21378,366.22146,1.14199,10.44414,4972.20784,4.17248,366.22146,1.14199,21.89325,0,2.23249,0
23.04,500.0,252.64501,12.21217,366.32591,1.14237,10.44446,4975.87058,4.17303,366.32591,1.14237,21.89325,0,2.23249,0
23.05,500.0,252.67338,12.21057,366.43036,1.14275,10.44479,4979.53436,4.17357,366.43036,1.14275,21.89325,0,2.23249,0
23.06,500.0,252.70167,12.20897,366.53481,1.14313,10.44512,4983.19919,4.17412,366.53481,1.14313,21.89325,0,2.23249,0
23.07,500.0,252.72987,12.20737,366.63926,1.1435,10.44547,4986.86506,4.17467,366.63926,1.1435,21.89325,0,2.23249,0
23.08,500.0,252.75798,12.20576,366.74372,1.14388,10.44581,4990.53197,4.17522,366.74372,1.14388,21.89325,0,2.23249,0
23.09,500.0,252.786,12.20416,366.84818,1.14426,10.44617,4994.19993,4.17577,366.84818,1.14426,21.89325,0,2.23249,0
23.1,500.0,252.81392,12.20256,366.95265,1.14464,10.44654,4997.86894,4.17631,366.95265,1.14464,21.89325,0,2.23249,0
23.11,500.0,252.84176,12.20095,367.05712,1.14502,10.44691,5001.53899,4.17686,367.05712,1.14502,21.89325,0,2.23249,0
23.12,500.0,252.86951,12.19935,367.16159,1.1454,10.44729,5005.21008,4.17741,367.16159,1.1454,21.89325,0,2.23249,0
23.13,500.0,252.89717,12.19775,367.26607,1.14578,10.44767,5008.88222,4.17796,367.26607,1.14578,21.89325,0,2.23249,0
23.14,500.0,252.92474,12.19615,367.37055,1.14616,10.44807,5012.5554,4.17851,367.37055,1.14616,21.89325,0,2.23249,0
23.15,500.0,252.95222,12.19454,367.47503,1.14654,10.44847,5016.22963,4.17906,367.47503,1.14654,21.89325,0,2.23249,0
23.16,500.0,252.97961,12.19294,367.57952,1.14692,10.44888,5019.9049,4.17961,367.57952,1.14692,21.89325,0,2.23249,0
23.17,500.0,253.00692,12.19134,367.68401,1.1473,10.4493,5023.58122,4.18016,367.68401,1.1473,21.89325,0,2.23249,0
23.18,500.0,253.03413,12.18973,367.78851,1.14768,10.44972,5027.25858,4.18071,367.78851,1.14768,21.89325,0,2.23249,0
23.19,500.0,253.06125,12.18813,367.89301,1.14806,10.45015,5030.93699,4.18126,367.89301,1.14806,21.89325,0,2.23249,0
23.2,500.0,253.08829,12.18653,367.99752,1.14844,10.45059,5034.61644,4.18181,367.99752,1.14844,21.89325,0,2.23249,0
23.21,500.0,253.11523,12.18493,368.10203,1.14882,10.45104,5038.29694,4.18236,368.10203,1.14882,21.89325,0,2.23249,0
23.22,500.0,253.14209,12.18332,368.20654,1.1492,10.45149,5041.97848,4.18291,368.20654,1.1492,21.89325,0,2.23249,0
23.23,500.0,253.16886,12.18172,368.31106,1.14958,10.45195,5045.66107,4.18346,368.31106,1.14958,21.89325,0,2.23249,0
23.24,500.0,253.19554,12.18012,368.41559,1.14996,10.45242,5049.3447,4.18401,368.41559,1.14996,21.89325,0,2.23249,0
23.25,500.0,253.22213,12.17852,368.52012,1.15034,10.4529,5053.02938,4.18456,368.52012,1.15034,21.89325,0,2.23249,0
23.26,500.0,253.24863,12.17691,368.62465,1.15072,10.45338,5056.71511,4.18511,368.62465,1.15072,21.89325,0,2.23249,0
23.27,500.0,253.27504,12.17531,368.72919,1.1511,10.45387,5060.40188,4.18566,368.72919,1.1511,21.89325,0,2.23249,0
23.28,500.0,253.30137,12.17371,368.83373,1.15148,10.45437,5064.08969,4.18621,368.83373,1.15148,21.89325,0,2.23249,0
23.29,500.0,253.32761,12.1721,368.93828,1.15186,10.45487,5067.77855,4.18676,368.93828,1.15186,21.89325,0,2.23249,0
23.3,500.0,253.35375,12.1705,369.04283,1.15224,10.45539,5071.46846,4.18731,369.04283,1.15224,21.89325,0,2.23249,0
23.31,500.0,253.37981,12.1689,369.14739,1.15262,10.45591,5075.15941,4.18786,369.14739,1.15262,21.89325,0,2.23249,0
23.32,500.0,253.40578,12.1673,369.25196,1.153,10.45643,5078.8514,4.18842,369.25196,1.153,21.89325,0,2.23249,0
23.33,500.0,253.43167,12.16569,369.35653,1.15338,10.45697,5082.54445,4.18897,369.35653,1.15338,21.89325,0,2.23249,0
23.34,500.0,253.45746,12.16409,369.4611,1.15376,10.45751,5086.23853,4.18952,369.4611,1.15376,21.89325,0,2.23249,0
23.35,500.0,253.48317,12.16249,369.56568,1.15414,10.45806,5089.93367,4.19007,369.56568,1.15414,21.89325,0,2.23249,0
23.36,500.0,253.50879,12.16088,369.67027,1.15452,10.45862,5093.62985,4.19062,369.67027,1.15452,21.89325,0,2.23249,0
23.37,500.0,253.53432,12.15928,369.77486,1.1549,10.45918,5097.32707,4.19118,369.77486,1.1549,21.89325,0,2.23249,0
23.38,500.0,253.55976,12.15768,369.87946,1.15528,10.45976,5101.02534,4.19173,369.87946,1.15528,21.89325,0,2.23249,0
23.39,500.0,253.58511,12.15608,369.98406,1.15566,10.46034,5104.72466,4.19228,369.98406,1.15566,21.89325,0,2.23249,0
23.4,500.0,253.61038,12.15447,370.08867,1.15605,10.46092,5108.42503,4.19283,370.08867,1.15605,21.89325,0,2.23249,0
23.41,500.0,253.63556,12.15287,370.19329,1.15643,10.46152,5112.12644,4.19339,370.19329,1.15643,21.89325,0,2.23249,0
23.42,500.0,253.66065,12.15127,370.29791,1.15681,10.46212,5115.82889,4.19394,370.29791,1.15681,21.89325,0,2.23249,0
23.43,500.0,253.68565,12.14967,370.40253,1.15719,10.46273,5119.53239,4.19449,370.40253,1.15719,21.89325,0,2.23249,0
23.44,500.0,253.71057,12.14806,370.50717,1.15757,10.46334,5123.23694,4.19505,370.50717,1.15757,21.89325,0,2.23249,0
23.45,500.0,253.7354,12.14646,370.61181,1.15795,10.46397,5126.94254,4.1956,370.61181,1.15795,21.89325,0,2.23249,0
23.46,500.0,253.76014,12.14486,370.71645,1.15833,10.4646,5130.64918,4.19615,370.71645,1.15833,21.89325,0,2.23249,0
23.47,500.0,253.78479,12.14325,370.82111,1.15872,10.46524,5134.35687,4.19671,370.82111,1.15872,21.89325,0,2.23249,0
23.48,500.0,253.80936,12.14165,370.92576,1.1591,10.46588,5138.0656,4.19726,370.92576,1.1591,21.89325,0,2.23249,0
23.49,500.0,253.83384,12.14005,371.03043,1.15948,10.46654,5141.77538,4.19781,371.03043,1.15948,21.89325,0,2.23249,0
23.5,500.0,253.85823,12.13845,371.1351,1.15986,10.4672,5145.48621,4.19837,371.1351,1.15986,21.89325,0,2.23249,0
23.51,500.0,253.88253,12.13684,371.23978,1.16024,10.46787,5149.19808,4.19892,371.23978,1.16024,21.89325,0,2.23249,0
23.52,500.0,253.90675,12.13524,371.34447,1.16063,10.46854,5152.91101,4.19948,371.34447,1.16063,21.89325,0,2.23249,0
23.53,500.0,253.93088,12.13364,371.44916,1.16101,10.46922,5156.62497,4.20003,371.44916,1.16101,21.89325,0,2.23249,0
23.54,500.0,253.95492,12.13203,371.55386,1.16139,10.46991,5160.33999,4.20059,371.55386,1.16139,21.89325,0,2.23249,0
23.55,500.0,253.97888,12.13043,371.65856,1.16177,10.47061,5164.05605,4.20114,371.65856,1.16177,21.89325,0,2.23249,0
23.56,500.0,254.00275,12.12883,371.76328,1.16215,10.47132,5167.77316,4.2017,371.76328,1.16215,21.89325,0,2.23249,0
23.57,500.0,254.02653,12.12723,371.868,1.16254,10.47203,5171.49132,4.20225,371.868,1.16254,21.89325,0,2.23249,0
23.58,500.0,254.05023,12.12562,371.97272,1.16292,10.47275,5175.21052,4.20281,371.97272,1.16292,21.89325,0,2.23249,0
23.59,500.0,254.07384,12.12402,372.07746,1.1633,10.47347,5178.93077,4.20336,372.07746,1.1633,21.89325,0,2.23249,0
23.6,500.0,254.09736,12.12242,372.1822,1.16368,10.47421,5182.65207,4.20392,372.1822,1.16368,21.89325,0,2.23249,0
23.61,500.0,254.1208,12.12082,372.28695,1.16407,10.47495,5186.37441,4.20447,372.28695,1.16407,21.89325,0,2.23249,0
23.62,500.0,254.14414,12.11921,372.39171,1.16445,10.4757,5190.09781,4.20503,372.39171,1.16445,21.89325,0,2.23249,0
23.63,500.0,254.16741,12.11761,372.49647,1.16483,10.47645,5193.82225,4.20559,372.49647,1.16483,21.89325,0,2.23249,0
23.64,500.0,254.19058,12.11601,372.60124,1.16522,10.47722,5197.54774,4.20614,372.60124,1.16522,21.89325,0,2.23249,0
23.65,500.0,254.21367,12.1144,372.70602,1.1656,10.47799,5201.27427,4.2067,372.70602,1.1656,21.89325,0,2.23249,0
23.66,500.0,254.23668,12.1128,372.81081,1.16598,10.47877,5205.00186,4.20726,372.81081,1.16598,21.89325,0,2.23249,0
23.67,500.0,254.2596,12.1112,372.91561,1.16637,10.47955,5208.73049,4.20781,372.91561,1.16637,21.89325,0,2.23249,0
23.68,500.0,254.28243,12.1096,373.02041,1.16675,10.48035,5212.46017,4.20837,373.02041,1.16675,21.89325,0,2.23249,0
23.69,500.0,254.30517,12.10799,373.12522,1.16713,10.48115,5216.1909,4.20893,373.12522,1.16713,21.89325,0,2.23249,0
23.7,500.0,254.32783,12.10639,373.23004,1.16752,10.48195,5219.92267,4.20948,373.23004,1.16752,21.89325,0,2.23249,0
23.71,500.0,254.35041,12.10479,373.33487,1.1679,10.48277,5223.6555,4.21004,373.33487,1.1679,21.89325,0,2.23249,0
23.72,500.0,254.37289,12.10318,373.43971,1.16828,10.48359,5227.38937,4.2106,373.43971,1.16828,21.89325,0,2.23249,0
23.73,500.0,254.3953,12.10158,373.54455,1.16867,10.48442,5231.12429,4.21116,373.54455,1.16867,21.89325,0,2.23249,0
